flightNumber,productId,departureAirportCode,departureAirportName,departureCountryCode,departureDate,departureTime,arrivalAirportCode,arrivalAirportName,arrivalCountryCode,arrivalDate,arrivalTime,adultPrice,originalAdultPrice,journeyType,journeyDuration,totalNumberOfStops,carrierCode,carrierName,availableSeats,isCheapest,airportTax,originalAirportTax,bookingFee,originalBookingFee,isOriginalBooking
1753,eJyMkt+K4kwQxV9Fytvqmep02iR9Z0sMH4r5yB+cRUQS7SzZcc2Q6MIg9rMvvQo73u3tqR+nTp/qK1SgYJUvMC4zLDRyJCT8v8R0Fa+n33C6XOK5bz+G3VAdzYDrWKOcSECoQW02oLMSi3mOHnmCUcAoKrivBCmiJy18aG5FIAXOOSKm8TpBhO0WYQ9qc4W6697b0/fZsRoGUDDngHAa3l/2Tkib3PS/2r0BBWn8mDRVb3Q1tMOsO9wH6+TLKDfH48J8ggKyaWxH9k1Yh1hPcrKWLLf27cH/6C79yXzecZedAopGhXZ5Rzori3n+TP41L7R1lB1Zq7PSUvBK0auzGP0pwxbz/El0bVj7cOvrw9e39pejWV1+1qZ3MSQnuG0RHCJVY+jgkawZJ94wPxAHFklfsNCTRk7qehJEe/VR9ef23HYn5gtOnETDAj8Mme/RgYXBJGQeJykaY4KwcZc0oK6gp0kyTWL3G9Kdnia7/1YzuCE0oCCL83JZjP9l+/h+dMEoUpwUSUX8JfSj8SpfjHVWMtfi7XcAAAD//+e+rFw=,BRU,Brussel,BEL,2023-07-09,14:30,TFS,Tenerife,ESP,2023-07-09,18:30,329.99,329.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
1801,eJyMklGL4jAUhf+KXF9vZm7axta8WallUcwyiTiLiLSaLt3p2qHVhUHMb18yCuu+zeu5HyfnnpsLFCBhqeeYrV7QpMiRkPD7CtUyW09+4GSxwFNXv/e7vmhsj+ssRTESgFCC3GxAaYNmpjGgIGQUM06GRpJIEj1qnO6afyIhjjOOiCpb54iw3SLsQW4uULbtW338OW2KvgcJMw4Ix/7tae8FVWnb/an3FiSo7D6pis6mRV/30/ZwG6zzh5G2TTO3HyCBnMrcwL2GziMuEJycI8ede73zv9pzd7QfN9xnp5jTwKQ+70BpY2b6f/KfuUmdp9zAOaWNo/iZ07O3GHyW4cxMP4qfbTh3d+vKw+Ou3bmxy/Pv0nY+huAE1y2CRwJZWToEJErGiVcsisMDG4soZEkgrBiV5Sge7+V70Z3qU90eWRRy4hRWLI6ShEUBHVgSjxIWcBJhZW2cVP6SFuQF0kmeT/LM/wa1Syf57ttyCleECiS8ZHq1MMOvvD68HT1kNJZ+TSGJPyVRMFzq+VBpw3yL178BAAD//6GjrDI=,OST,Brugge-Oostende,BEL,2023-07-10,06:00,TFS,Tenerife,ESP,2023-07-10,10:00,329.99,329.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1751,eJyMkl+L2kAUxb+KXF/v7N5JMibOmyMaihJr/uAWEUnMpKSbmiXRwiLOZy+jQu3bvp77494z58wFcpAQJQucZTGmCjkSEn7PcBXNNpMfOFku8dTVH/2+zxvd42amUIwEIBQgt1tQcYbpPEGHHJeRzzilNJKcJNGzxumh2RO+4DjniLhWmxARdjuEA8jtBYq2fa+PP6dN3vcgYc4B4di/vxyssKoS3f2pDxokrNVjUuWdVnlf99O2vA824dMo0U2z0J8ggcxamYF5c41FjCM4GUOGG/P24H+15+6oP++49U4+p0GqrN+BirN0nvxP/lueKmMpMzBGxZkh/5XTq10xuIVh0nnyLN7SMOaxrSvK57d250ZH59+F7qwNwQmuOwSLcJKVptIhUTBOvGKe75ZsLDyXBY7QYlQUI398kB95d6pPdXtknsuJk1sx3wsC5jlUssAfBczhJNxKaz+obJUa5AXUJAwn4cx+h9VeTcL9t2gKV4QKJMSzJFumw69cH95bdxmNb5ULSfwl8MbDKFkMVZwxG+P1bwAAAP//E3WsPw==,BRU,Brussel,BEL,2023-07-10,06:10,TFS,Tenerife,ESP,2023-07-10,10:10,419.99,419.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1821,eJyMkt+OokwQxV/FlLfVM9UNLdh34B/yRQNfAONsjDEgzYYdViagm0yM/eybXk12vNvbU7+cOn2qr1CAgjhb4WKTYh4iR0LC/zeYxItt8A2D9RrPffMxHIai1QNuFyHKiQSEEtRuB0GcYr7MUJBwGHmMU86FckkRPWmTh2ZX+ILjkiNiMt9GiLDfIxxB7a5Qdt17c/o+a4thAAVLDgin4f3laIWkznT/qzlqUJDMH5O66HVYDM0w66r7YBt9GWW6bVf6ExSQSeZmZN4cYxEjJCdjyHBj3h78j+7Sn/TnHbfZyeM0ykObdxTEab7Mnsm/5nloLGVGxgRxash75fRqLUZ/yjD5MnsSbRvGPNz6svr61v7S6vjys9S9jSE5wW2PYBFStaZKkCwZJ14z13MqNpWuw3whtZyU5cSbHtVH0Z+bc9OdmOtw4uTUzHN9n7mCKuZ7E58JTtKptfb82l5Sg7pCGERREC3sb0gOYRAd/otncEOoQUG6yDbrfPwv28f3ozuMpoqTIqmIv/jCG8fZahzEKbMt3n4HAAD//1/8q/Y=,ANR,Antwerpen,BEL,2023-07-10,12:40,TFS,Tenerife,ESP,2023-07-10,16:40,319.99,319.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1753,eJyMkV+L4jAUxb+KXF9vZm6axtS8mcGWRalL/+AsItJqunTH1aHVhUHMZ18yCju+7eu5P05OzrlABRrSfIbTMsPCIEdCwu8lLtLpcvIDJ/M5nrr2vd/01d72uJwalCMJCDXo1QpMVmIR5xhQIBgpxqngQpPURA+aumv+CSUFxhwR03iZIMJ6jbAFvbpAfTy+tYefL/uq70FDzAHh0L89bb2waHLb/Wm31ieO75em6qyp+rZ/Oe5uh2Xy5ZTb/X5mP0ADuTR2A/cqnEdcIDk5R44793rnfx3P3cF+3HCfnRSnQWF83oHJyiLOH8l/5oVxnnID50xWOlLPnJ69xeCzDFfE+YPo23Du7tbVu69/7c57m55/17bzMSQnuK4RPMJ1Y2kXkKwZJ96wUIkdG8tQsCiQVo7qeqTGW/1edaf21B4PLBScOImGqTCKWBjQjkVqFLGAkxSNtSpq/JIW9AXMJEkmydRXuNiYSbL5lr7AFaEBDdk0L+fF8H9eH95GF4zGmtPn6PwpCsfDNJ8NTVYy3+L1bwAAAP//rSesNA==,BRU,Brussel,BEL,2023-07-10,13:05,TFS,Tenerife,ESP,2023-07-10,17:05,289.99,289.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
1753,eJyMkd+K4kwUxF9FjrenZ04naRP7zhYTPpT4kT84i4gkprNkJ2uGRBcGsZ996TGw7t3e1vlRXV11gwIkxOkaV3mCmUKOhIT/57iNV7vFN1xsNnjpm4/hOBStHnC3UihmAhBKkPs9qCTHLEzRIcdl5DPOM5pJEpLoWeM0avYJX7gYckSMw12ECIcDwgnk/gZl17035+/LthgGkBByQDgP7y8nK2zrVPe/mpO2icPxUhe9VsXQDMuuehx20dMp1W271p8ggUwcmol5c41FjCM4GUOGG/M28j+6a3/Wnw/cZief80mmbN6JSvIsTP8m/5hnyljKTIxRSW7If+X81VpMvsowWZg+i19tGDO69WX1/Nf+2ur4+rPUvY0hOMH9gGARR9aaKodEyTjxmnm+W7G58FwWOEKLWVnO/PlJfhT9pbk03Zl5LidObs18LwiY51DFAn8WMIeTcGut/aC2S2qQN1CLKFpEK1vh9qgW0fG/eAl3hBokJKs032TTf3l9+hjdZTSX4+j8JfDm0zhdT1WSM9vi/XcAAAD//6atrDA=,BRU,Brussel,BEL,2023-07-11,06:05,TFS,Tenerife,ESP,2023-07-11,10:05,289.99,289.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
2161,eJyMkm+L4j4Qx9+KjE8nu5P+b541pZYfK1Zqi/tDRGJNj956urR6sIh57UdW4daDg3v6nU8+mUzmAgoEzBYvmNUlVhI5EhLOayxm2TL5H5PpFE999z5sBrXXAy4ziX7gA8IWxGoFsqwxnyfokOMyChn3Ku4JlwTRQxYJ37dZJdHhAccJR8QiW+aIgGAN6aR+OBEL7v9hcUi4f7Ws1wgNiNUFtsfjW3f4lu7VMICACQeEw/D21NigaBe6/9k1GgQU2b3Sql5LNXRDetzdCsv8S2mh9/sX/QECyBSZGZlX11jEOD4nY8hwY17v/PfjuT/ojxtue6eQe6NK2n5HsqzTSf1I/pZX0ljKjIyRZW0ofObes1WMPkdq0slD+DkNk88Tcxf2293X5/bnvZ6df2x1bzvxOcF1jWAREhHFUeBQwALV+MxrvZZFulFsF+64G/t+E3lcvKv+1J2644E1Do+j0I1Z0HqKebsmZFtFnIWu0rFDPAo8uxIaxAVkkudJntm1KjYyyTf/zVK4IrQgoMwW9bQa/8vt49u/u4xiwUmQLyh6iqJ4PFu8jGVZMzvI668AAAD//9JqvFU=,BRU,Brussel,BEL,2023-07-14,14:30,CFU,Araxos,GRC,2023-07-14,18:55,329.99,329.99,Stop Over,05:05,,TB,TUI fly,10,False,0.0,0.0,,,False
2191,eJyMkt+K4kwUxF9FjrenZ07nTyfpOzuY8KGoxATnQ0Ta2Fmy4+qQ6MIg9rMvPQrr3O1t1Y9KpU5fQYOE2XKC46rAUiFHQsJFhfPZeDX6H0fTKZ679qPf9vpgelyNFYYiBIQdyPUaVFFhmlXokeczihgXJQkZkCR61jjJIHRaqdDjCceMI+IiW+WIsNkg1CDXV9idTu/t8Ud60H0PEjIOCMf+/aV2wrxZmu53WxuQsMgeTqM7o3Tf9ulpfzdW+ZO1NIfDxHyCBLKLzA7sm28dYr2Qk7VkubVvD/7n6dIdzecdd90p4mJQKtd3oIoqzarv5N/wUllH2YG1qqgsRa9cvLqIwdcYNs2+iV9rWPtI63b753/tLgczu/zamc7VCDnBbYPgEF/GlMTCI8GErkMWNEHDYlNrto/23E/CsI4DLj90d27P7enIao8nceQnTDSBZsG+jthOE2eRr03iEY9F4C5pQF5BjfJ8lI/da5hv1Sjf/jdL4YbQgIRivKym5fBfvj68H91nlEhOkkJJ8UscJ8PZcjJURcXcirc/AQAA///u+6zH,BRU,Brussel,BEL,2023-07-16,06:40,CFU,Corfu,GRC,2023-07-16,10:45,399.99,399.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
2191,eJyMkt+K4kwUxF9FjrenZ07nXyd9ZwcTPhSVmOB8iEgbO0t2XB0SXRjEfvalR2Gdu72t86NSqeoraJAwW05wXBVYKuRISLiocD4br0b/42g6xXPXfvTbXh9Mj6uxwjAKAWEHcr0GVVSYZhV65PmMBOOipEgSSaJnjZOk0GmlQo8nHDOOiItslSPCZoNQg1xfYXc6vbfHH+lB9z1IyDggHPv3l9oJ82Zput9tbUDCIntcGt0Zpfu2T0/7+2GVP52W5nCYmE+QQHaR2YF9861DrBdyspYst/btwf88Xbqj+bzjLjsJLgalcnkHqqjSrPpO/jUvlXWUHVirisqSeOXi1VkMvsqwafZN/GrD2odbt9s//2t3OZjZ5dfOdC5GyAluGwSHeDKmJI48ilik65AFTdCw2NSa7cWe+0kY1nHA5Yfuzu25PR1Z7fEkFn7CoibQLNjXgu00cSZ8bRKPeBwFbkkD8gpqlOejfOxew3yrRvn2v1kKN4QGJBTjZTUth//y9eF9dJ9RIh+jxy9xnAxny8lQFRVzLd7+BAAA///c76y7,BRU,Brussel,BEL,2023-07-17,06:00,CFU,Corfu,GRC,2023-07-17,10:05,399.99,399.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
2161,eJyMkm+L2kAQh7+KjG9n72bzd7PvssGEcocXYoJXRCTGTUnP6pFo4RD3s5dVoV5LoW9/8+TJ7MycoAYJ09kTTqoCS4UcCQnzCl+mk3n8FePnZzz03fuwGuqtHnA+UegHPiCsQS4WoIoKszxGhxyXUci4KCmQRJLoPuMk3UtWKnR4wDHliJin8wwREKwhSas/vvD/sjiS/9OyXCI0IBcnWO/3b93uW7KthwEkpBwQdsPbQ2ODl3am+59do0FCnt4qbd1rVQ/dkOw318I8uyvN9Hb7pD9AApk8NSPz6hqLGMfnZAwZbszrjf++P/Y7/XHFbe8UcjEqle13pIoqSavP5G95qYylzMgYVVSGwkcuHq1idBmpSdJP4WUaJstjcxP26839c/vjVk+PP9a6t534nOC8RLAIl4IiETgUsKBufOa1XsuEbmq2CTfcjXy/ER6X73V/6A7dfscah0cidCMWtF7NvE0TsnVNnIVurSOHuAg8exIa5AlUnGVxNrFn9bJScbb6Mk3gjNCChGIyq57L8f/8fXzdu8souizdlyQehIjG09nTWBUVs4M8/woAAP//yQu8VQ==,BRU,Brussel,BEL,2023-07-18,06:00,CFU,Araxos,GRC,2023-07-18,10:30,399.99,399.99,Stop Over,05:10,,TB,TUI fly,10,False,0.0,0.0,,,False
2251,eJyMktGOokwUhF/FHG9Pz5xuQLDvaMPgH438QYizMcbQ0GzYcWUCusnE2M++QU3Wvdvbqi9FUX0uUICE1XqBUZ5ippAjIeH/OSaraBN+w3C5xFPXfPb7vjiYHjeRQm/iAYIGud2CSnOcRykKEg4jn3GR0URykkTPGueSblqmUAiP4xtHxCTcxIiw2yGUILcX0G370Ry/zw5F34OENw4Ix/7jpRyEpF6b7ldTGpCQhA+nLjqjir7pZ211Nzbxk7U2h8PCfIEEskloR/bdsQNihcfJWrLc2vcH/6M9d0fzdceH7uRzMcrU0Hek0nwepX+Tf8IzZQfKjqxVaW7Jf+XidYgY3caw8yh9Fm9rWPtI63T1/K/d+WBW55/adEMNjxNcdwgDImTt+a6j64JpJ5gw1wkqpjXVrKhcHZRTKh2H5GfRnZpT0x5ZEGi3rl1ipecI5hI3TFeCGNWOX3pFJYw/BQQD8gIqjOMwjoZrSPYqjPf/rWZwRahBQhqt82U2/pevj++P7jCa3q7Ak9x7CSbueLVejFWas2HF6+8AAAD//1uerkc=,BRU,Brussel,BEL,2023-07-12,06:10,HER,Kreta-Heraklion,GRC,2023-07-12,11:00,294.99,294.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
2365,eJyMkWGL2kAQhv+KjF9n72azWePtN3Pk1nIhlhjxiohkk01Jz+qRaOEQ97eXPYXag0K/vvPkycy7JyhBQTZ/xmSRYxEjR0LCrwucZcly8g0naYqHrn3rN325tT0ukxjlSAKCAbVaQao15tMZBhQIRhHjoqCRIlJEtxknJaTPihgDMZL4xBExi5caERC8YZrkn76Q8rMlUPyflvUaoQK1OoHZ71/b3ffHbdn3oOCJA8Kuf72rfDBr5rb71VbW3x1fJ03Z2bjs2/5xX18GS30zmtvt9tm+gwJyWewG7kU4j7hAcnKOHHfu5cr/2B+7nX2/4H53irgYFLHfd5BqPU3yv8k/8iJ2nnID51KtHUX3XNx7xeCjUjdN8tvwow2XT2fuKuxMfXtud9za7PjT2M5vIjnBeY3gEVKNjEJhmpIZMR6xUIxrZgw1rKxDM64eqBKC1FvZHdpDu9+x8diETRMSq6QIWEjcMlMHxKgRUSXLOrDRAyBYUCeIJ1pPdOJbnG3iid58yR7hjNCAgjyZL9Ji+D9/H17eXTB6UJwUScXlXRSJYTZ/HqZaM1/k+XcAAAD//5u5vgE=,LGG,Luik,BEL,2023-07-13,06:00,HER,Rhodos,GRC,2023-07-13,10:35,269.99,269.99,Stop Over,05:15,,TB,TUI fly,10,True,0.0,0.0,,,False
2251,eJyMklGPoj4Uxb+Kub7eztxSEKZv1iD+o5F/EOJsjDEUyoYdVyegm0yM/eybqsm6b/t6zi+Hw7m9QAkSlqs5xkWGuUKOhIT/F5gu4/X4G44XCzx17We/68u96XEdKwxGASBokJsNqKzAWZyhR55gFDIuchpJHkiiZ41zSTctV+h5AccpR8R0uk4QYbtFqEBuLqCPx4/28H2yL/seJEw5IBz6j5fKCWmzMt2vtjIgIZ0+nKbsjCr7tp8c67uxTp6sldnv5+YLJJBNp3Zg34V1iPUCTtaS5da+P/gfx3N3MF933HWnkItBrlzfgcqKWZz9Tf4Jz5V1lB1Yq7LCUvjKxauLGNzGsLM4exZva1j7SOt0/fyv3Xlvluef2nSuRsAJrlsEh/iyCUJf6KZkWkQj5ouoZlpTw8ra11H1RpUQJD/L7tSe2uOBRZH2m8YnVgXCYz5xw3TtEaNGhFVQ1p4J3wDBgLyAGifJOInda0h3apzs/ltO4IrQgIQsXhWLfPgvXx/ejy4YvUlO7ug8eIlG/nC5mg9VVjC34vV3AAAA//+uBK57,BRU,Brussel,BEL,2023-07-13,06:15,HER,Kreta-Heraklion,GRC,2023-07-13,11:05,339.99,339.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
2267,eJyMklGL4j4Uxb+KXF9vZm6aZqp5a7VT/yjtn1pxFhFp2nTpjqtDqwuDmM++ZBV2fNvXc36cnJzkAiUoSJdzjFc5FhFyJCT8f4VZGq/DbxguFnjq2o9+15d70+M6jlC+SEDQoDYbCNMcZ3GOHnmCUcC4KLhQXCqiBy1QkpxWROh5LwG+ckTMpusEEbZbhArU5gL6eHxvD98n+7LvQcErB4RD//5UOSFrlqb71VYGFGTTu9OUnYnKvu0nx/pmrJMv1tLs93PzCQrIZlM7sG/COsR6kpO1ZLm1b3f+x/HcHcznDXfdKeBiUESu7yBM81mcP5J/w4vIOsoOrA3T3FLwzMWzixj8GcPO4kfRrWHtPa3T9de7due9Sc8/telcDckJrlsEh3DVyMAXuimZFqMX5otRzbSmhpW1r0fVmCohSH2U3ak9tccDG4203zQ+sUoKj/nEDdO1R4waEVSyrD0TjAHBgLpAFCZJmMTuN2S7KEx2/6UTuCI0oCCPl6tFMfyX04e3RxeMxoqTIqm4fArGcpgu58MwzZlb8fo7AAD//6Dprm4=,ANR,Antwerpen,BEL,2023-07-13,13:15,HER,Kreta-Heraklion,GRC,2023-07-13,17:50,319.99,319.99,Direct,03:35,,TB,TUI fly,10,False,0.0,0.0,,,False
2251,eJyMkVGL4j4Uxb+KXF9vZm7axta8GenUP0r9U1ucRUSaNl264+rQ6sIg5rMvUWHdt30958fJybkXKEFCuppjXGSYK+RISPh/gcs0Xk++4WSxwFPXfva7vtybHtexQjESgKBBbjagsgJncYYeeT6jkPEgp5H0SBI9a5xLftNyhZ4nOL5xREzVOkGE7RahArm5gD4eP9rD9+m+7HuQ8MYB4dB/vFROWDYr0/1qK+Maq4fTlJ1RZd/202N9N9bJk7Uy+/3cfIEEsqmyA/vuW4dYT3Cyliy39v3B/zieu4P5uuOuO4U8GOTK9R2orJjF2d/kn/BcWUfZgbUqKyyFrzx4dRGD2xh2FmfP4m0Nax9pna6f/9qd9yY9/9SmczUEJ7huERxCshFh4OumZNqPRizwo5ppTQ0r60BH1Zgq3yf5WXan9tQeDyyKdNA0AbFK+B4LiBuma48YNX5YibL2TDgGBAPyAmqSJJMkdhMud2qS7P5Lp3BFaEBCFq+KRT78l9eH96P7jMa3iwvJxUs0Cobpaj5UWcHcitffAQAA//9vpq5T,BRU,Brussel,BEL,2023-07-14,06:20,HER,Kreta-Heraklion,GRC,2023-07-14,11:10,269.99,269.99,Direct,03:50,,TB,TUI fly,10,True,0.0,0.0,,,False
2281,eJyMklGL4jAUhf+KXF9vZm6adlrzZqRTF8WKrTiLiDRtunTHtUOrC4OY375kFNZ929dzPk5OTnKBAiQsshnG6xXmCjkSEi7XmC7izfg7judzPHXNR7/vi4PpcRMrDF4CQNAgt1tIsxyn8Qo98gSjkHE/pxcpSBI9apzftVyh50UcXzkiLtUmQYTdDqEEub2Abtv35vhjcij6HiS8ckA49u9PpRPSOjPd76Y0IGGp7k5ddEYVfdNP2upmbJIHKzOHw8x8ggSyS2UH9k1Yh1gv4GQtWW7t253/2Z67o/m84a47hdwf5Mr1HaRZPo1X/5J/w3NlHWUH1qZZbil85v6zixh8jWGn8epR/FrD2ntap6vHu3bng1mcf2nTuRoBJ7juEBzCZR2EvtB1wbSIXpgvooppTTUrKl9H5YhKIUh+FN2pOTXtkUWR9uvaJ1YGwmM+ccN05RGjWoRlUFSeCUeAYEBeQI2TZJzE7jekezVO9t8WE7gi1CBhFWfreT78n9OHt0cXjEaSk6RA8uApjKLhIpsN0yxnbsXrnwAAAP//1V+upg==,OST,Brugge-Oostende,BEL,2023-07-14,06:30,HER,Kreta-Heraklion,GRC,2023-07-14,11:30,359.99,359.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
2251,eJyMklGL4j4Uxb+KXF9vZm6axnbyZqTWP4r9U1ucRUSaNl264+rQ6sIg5rMvVWHdt30958fJyUkuUICC5WqOUZ5ippEjIeH/OSbLaD3+huPFAk9t89ntumJvO1xHGuVIAoIBtdmATnOcRSl65AlGAeMyo5HypCJ61jhX/KZlGj1PcpxyREym6xgRtluEEtTmAuZ4/GgO3yf7outAwZQDwqH7eCl7IalXtv3VlBYUJNOHUxet1UXXdJNjdTfW8ZO1svv93H6BAnLJ1A3cu3A94jzJyTly3Ln3B//jeG4P9uuO990p4HKQ6b7vQKf5LEr/Jv+EZ9r1lBs4p9PcUfDK5WsfMbiN4WZR+ize1nDukdaa6vmu7Xlvl+efxrZ9DckJrluEHhGqloEvTF0wI8IR80VYMWOoZkXlm7B8o1IIUp9Fe2pOzfHAwtD4de0TK6XwmE/cMlN5xKgWQSmLyrPBGyBYUBfQ4zgex1H/G5KdHse7/5YTuCLUoCCNVvkiG/7L6cP7owtGb4qTIqm4fAlH/nC5mg91mrN+xevvAAAA///C266I,BRU,Brussel,BEL,2023-07-15,06:25,HER,Kreta-Heraklion,GRC,2023-07-15,11:15,339.99,339.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
2365,eJyMkl1v2jAUhv8KOtwet8dxnIDvkio1UyNAIRWdEEL5cKasDKoEJlUI//bJBWll06TdvufJk+PXPkEBCqaLJ0yeM8xj5EhIOH/G2TRZRl8xSlM8dO1bv+mLrelxmcQoAwkIJajVClKtMZvM0CNPMAoZD3LuKV8qopssVOIjy2P0RCDxkSPiPFpqREBwhkmS/fGF/MsyVvyflvUaoQK1OkG537+2u28P26LvQcEjB4Rd/3pXuWDWLEz3s60MKJhH10lTdCYu+rZ/2NeXwVJ/Gi3Mdvtk3kEB2XlkB/ZFWIdYT3Kyliy39uXKf98fu515v+Budwp5MMhjt+8g1XqSZLfkb3keW0fZgbWp1pbCex7cO8Xgo1I7SbKb0LVhs8nMXoVdWX8+bnfcmunxR2k6t4nkBOc1gkO4amToi7IpWClGAfPFqGZlSQ0rar8cVWOqhCD1VnSH9tDud2w0Kv2m8YlVUnjMJ25YWXvEqBFhJYvaM+EYEAyoE8SR1pFO3LOabeJIb75MH+CM0ICCLFk8p/nwf/4+vNy7YDRWnBRJxeVdGIrhdPE0TLVmrsjzrwAAAP//Fsa+RQ==,LGG,Luik,BEL,2023-07-16,12:45,HER,Rhodos,GRC,2023-07-16,17:35,349.99,349.99,Stop Over,05:30,,TB,TUI fly,10,False,0.0,0.0,,,False
2267,eJyMklGPojAUhf+Kub7eztwCBe0bKIMbDWwQ42yMMRTKhh1XJ6CbTIz97ZuuJju+zes5X05PT3uBEiSkyznGqxyLCDkSEn5fYZbG6/AHhosFnrr2vd/15V73uI4jFL4ABAVys4EwzXEW5+iQ4zIKGPcL7kkhJNGDNpYuWa2I0HH8AF84ImbTdYII2y1CBXJzAXU8vrWHn5N92fcg4YUDwqF/e6qskDVL3f1pKw0SsundacpOR2Xf9pNjfTPWySdrqff7uf4ACWSyqRmYV9dYxDiCkzFkuDGvd/7X8dwd9McNt90p4P6giGzfQZjmszh/JP+HF5GxlBkYE6a5oeCZ+882YvBvDDOLH0W7hjH3tE7Vn+/anfc6Pf9WurM1BCe4bhEsQrIRgeeqpmTKHfnMc0c1U4oaVtaeGlVjqlyX5HvZndpTezyw0Uh5TeMRq4TrMI+4Zqp2iFHjBpUoa0cHY0DQIC8QhUkSJrH9DdkuCpPdt3QCV4QGJOTxcrUohl85fXh7dJfRWHKSJCQXT8FYDNPlfBimObMrXv8GAAD//8dAroY=,ANR,Antwerpen,BEL,2023-07-16,14:55,HER,Kreta-Heraklion,GRC,2023-07-16,19:30,319.99,319.99,Direct,03:35,,TB,TUI fly,10,False,0.0,0.0,,,False
2253,eJyMkd+L4j4Uxf8Vub7ezNw0/TV5M0OnflHql9riLCLStOnSHVeHVhcGMX/7EhXWfdvXcz6cnJx7hgokZMsZJmWOhUKOhIT/l7jIktXkG07mczz23eewHaqdGXCVKAzCABA0yPUaVF7iNMnRI08wihgPCx5IQZLoUfNIeletUOh5gcA3joiZWqWIsNkg1CDXZ9CHw0e3//66q4YBJLxxQNgPH0+1Exbt0vS/utq4xurutFVvVDV0w+uhuRmr9MFamt1uZr5AAtlM2ZF9F9Yh1gs4WUuWW/t+538cTv3efN1w150iHo4K5fqOVF5Ok/xv8k94oayj7MhalZeWomcePruI0XUMO03yR/G6hrX3tF43j3/tTzuTnX5q07saASe4bBAcwmUbRL7QbcW0iEPmi7hhWlPLqsbXcf1CtRAkP6v+2B27w57Fsfbb1idWB8JjPnHDdOMRo1ZEdVA1noleAMGAPIOapOkkTdyEi62apNv/sle4ILQgIU+W5bwY/8vr49vRBaMXyUlSIHnwFIf+OFvOxiovmVvx8jsAAP//jwmuaA==,BRU,Brussel,BEL,2023-07-16,15:30,HER,Kreta-Heraklion,GRC,2023-07-16,20:20,269.99,269.99,Direct,03:50,,TB,TUI fly,10,True,0.0,0.0,,,False
2251,eJyMkl+L2kAUxb+KXF/v7N7JHxPnzQnZWBSVmOAWEckkk5KuNUuihUWcz15Ghdq3vp7z4+Tk3LlAAQIW6xnGeYqZRI6EhKscl4t4M/mOk/kcT13z2e/74qB73MQS/ZEPCArEdgsyzXEap+iQ4zIKGA8yGgnuC6JnjXNBNy2T6Dg+xzeOiKtokyDCbodQgtheQLXtR3P8ER2KvgcBbxwQjv3HS2mFZb3W3e+m1CBgFT2cuui0LPqmj9rqbmySJ2utD4eZ/gIBZFaRGZh311jEOD4nY8hwY94f/M/23B311x233SngwSCTtu9Apvk0Tv8l/4Zn0ljKDIyRaW4oeOXBq40Y3MYw0zh9Fm9rGPNI61T1/K/d+aAX519Kd7aGzwmuOwSLjETtB56r6oIpNxwxzw0rphTVrKg8FZZjKl2XxGfRnZpT0x5ZGCqvrj1ipe86zCOumaocYlS7QekXlaODMSBoEBeQkySZJLF9Dcu9nCT7b4sIrgg1CEjjdT7Phv/z9eH96C6jseBkj879l3DkDRfr2VCmObMrXv8EAAD//72Xroc=,BRU,Brussel,BEL,2023-07-17,06:15,HER,Kreta-Heraklion,GRC,2023-07-17,11:05,369.99,369.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
2251,eJyMklGPmkAUhf+Kub7e2b0DjOC8OYTFRqMGIW5jjGFgaOha2YA22RjntzeoSe1bX8/5cjicOxfIQcJiPcMoSzBVyJGQcJXhchFtJt9xMp/jqa0/u32XH0yHm0ihGAlA0CC3W1BJhtMoQYccl5HPeJDSSDokiZ41ziW/aalCxxEc3zgirsJNjAi7HUIBcnsB3TQf9fFHeMi7DiS8cUA4dh8vRS8sq7Vpf9eFAQmr8OFUeWtU3tVd2JR3YxM/WWtzOMzMF0gguwrtwL67tkesIzhZS5Zb+/7gfzbn9mi+7njfnXweDFLV9x2oJJtGyb/k3/BU2Z6yA2tVklnyX3nw2kcMbmPYaZQ8i7c1rH2ktbp8/tf2fDCL8y9t2r6G4ATXHUKPCFkJ33N1lTPtBiPmuUHJtKaK5aWng2JMheuS/MzbU32qmyMLAu1VlUesEK7DPOKG6dIhRpXrFyIvHeOPAcGAvICaxPEkjvrXsNyrSbz/tgjhilCBhCRaZ/N0+D9fH96P7jIa3y4uJBcvwcgbLtazoUoy1q94/RMAAP//q5+uew==,BRU,Brussel,BEL,2023-07-18,06:20,HER,Kreta-Heraklion,GRC,2023-07-18,11:10,369.99,369.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
