flightNumber,scrapeDate,departureAirportCode,departureAirportName,departureCountryCode,departureDate,departureTime,arrivalAirportCode,arrivalAirportName,arrivalCountryCode,arrivalDate,arrivalTime,adultPrice,originalAdultPrice,journeyType,journeyDuration,totalNumberOfStops,carrierCode,carrierName,availableSeats,isCheapest,airportTax,originalAirportTax,bookingFee,originalBookingFee,isOriginalBooking
1751,2023-03-16,BRU,Brussel,BEL,2023-05-08,06:10,TFS,Tenerife,ESP,2023-05-08,10:10,274.99,274.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1753,2023-03-16,BRU,Brussel,BEL,2023-05-09,06:05,TFS,Tenerife,ESP,2023-05-09,10:05,224.99,224.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
2191,2023-03-16,BRU,Brussel,BEL,2023-05-12,16:30,CFU,Corfu,GRC,2023-05-12,20:35,289.99,289.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
2191,2023-03-16,BRU,Brussel,BEL,2023-05-14,06:40,CFU,Corfu,GRC,2023-05-14,10:45,249.99,249.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
2191,2023-03-16,BRU,Brussel,BEL,2023-05-15,06:00,CFU,Corfu,GRC,2023-05-15,10:05,289.99,289.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
2161,2023-03-16,BRU,Brussel,BEL,2023-05-16,06:00,CFU,Araxos,GRC,2023-05-16,10:30,249.99,249.99,Stop Over,05:10,,TB,TUI fly,10,False,0.0,0.0,,,False
2251,2023-03-16,BRU,Brussel,BEL,2023-05-10,06:10,HER,Kreta-Heraklion,GRC,2023-05-10,11:00,229.99,229.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
2251,2023-03-16,BRU,Brussel,BEL,2023-05-11,06:15,HER,Kreta-Heraklion,GRC,2023-05-11,11:10,219.99,219.99,Direct,03:55,,TB,TUI fly,10,False,0.0,0.0,,,False
2251,2023-03-16,BRU,Brussel,BEL,2023-05-12,06:20,HER,Kreta-Heraklion,GRC,2023-05-12,11:10,229.99,229.99,Direct,03:50,,TB,TUI fly,10,True,0.0,0.0,,,False
2281,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-12,06:30,HER,Kreta-Heraklion,GRC,2023-05-12,11:30,254.99,254.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
2251,2023-03-16,BRU,Brussel,BEL,2023-05-13,06:25,HER,Kreta-Heraklion,GRC,2023-05-13,11:15,309.99,309.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
2365,2023-03-16,LGG,Luik,BEL,2023-05-14,12:45,HER,Rhodos,GRC,2023-05-14,17:35,209.99,209.99,Stop Over,05:30,,TB,TUI fly,10,True,0.0,0.0,,,False
2253,2023-03-16,BRU,Brussel,BEL,2023-05-14,15:30,HER,Kreta-Heraklion,GRC,2023-05-14,20:20,274.99,274.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
2251,2023-03-16,BRU,Brussel,BEL,2023-05-15,06:15,HER,Kreta-Heraklion,GRC,2023-05-15,11:05,309.99,309.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
2341,2023-03-16,BRU,Brussel,BEL,2023-05-12,06:00,RHO,Rhodos,GRC,2023-05-12,11:00,309.99,309.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
2341,2023-03-16,BRU,Brussel,BEL,2023-05-13,14:15,RHO,Rhodos,GRC,2023-05-13,19:15,309.99,309.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
2371,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-13,14:30,RHO,Rhodos,GRC,2023-05-13,19:40,239.99,239.99,Direct,04:10,,TB,TUI fly,10,True,0.0,0.0,,,False
2365,2023-03-16,LGG,Luik,BEL,2023-05-14,12:45,RHO,Rhodos,GRC,2023-05-14,17:35,309.99,309.99,Direct,03:50,,TB,TUI fly,10,True,0.0,0.0,,,False
2341,2023-03-16,BRU,Brussel,BEL,2023-05-14,14:15,RHO,Rhodos,GRC,2023-05-14,19:15,309.99,309.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
2341,2023-03-16,BRU,Brussel,BEL,2023-05-16,06:00,RHO,Rhodos,GRC,2023-05-16,11:00,359.99,359.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
2371,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-16,13:00,RHO,Rhodos,GRC,2023-05-16,18:10,209.99,209.99,Direct,04:10,,TB,TUI fly,10,True,0.0,0.0,,,False
3511,2023-03-16,BRU,Brussel,BEL,2023-05-13,06:30,BDS,Brindisi,ITA,2023-05-13,09:15,259.99,259.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
3511,2023-03-16,BRU,Brussel,BEL,2023-05-16,15:15,BDS,Brindisi,ITA,2023-05-16,18:00,189.99,189.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
3581,2023-03-16,BRU,Brussel,BEL,2023-05-12,06:00,NAP,Napels,ITA,2023-05-12,08:35,214.99,214.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
3581,2023-03-16,BRU,Brussel,BEL,2023-05-15,06:00,NAP,Napels,ITA,2023-05-15,08:35,279.99,279.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
3581,2023-03-16,BRU,Brussel,BEL,2023-05-12,06:00,PMO,Napels,ITA,2023-05-12,08:35,189.99,189.99,Stop Over,04:20,,TB,TUI fly,10,False,0.0,0.0,,,False
3581,2023-03-16,BRU,Brussel,BEL,2023-05-15,06:00,PMO,Napels,ITA,2023-05-15,08:35,244.99,244.99,Stop Over,04:20,,TB,TUI fly,10,False,0.0,0.0,,,False
1941,2023-03-16,BRU,Brussel,BEL,2023-05-11,06:20,FAO,Faro,PRT,2023-05-11,08:35,174.99,174.99,Direct,03:15,,TB,TUI fly,10,False,0.0,0.0,,,False
1941,2023-03-16,BRU,Brussel,BEL,2023-05-14,14:50,FAO,Faro,PRT,2023-05-14,17:05,259.99,259.99,Direct,03:15,,TB,TUI fly,10,False,0.0,0.0,,,False
1171,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-10,06:00,ALC,Alicante,ESP,2023-05-10,08:50,159.99,159.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-05-10,06:05,ALC,Alicante,ESP,2023-05-10,08:50,154.99,154.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1101,2023-03-16,ANR,Antwerpen,BEL,2023-05-10,06:30,ALC,Alicante,ESP,2023-05-10,09:10,174.99,174.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
1113,2023-03-16,BRU,Brussel,BEL,2023-05-10,06:30,ALC,Alicante,ESP,2023-05-10,09:15,114.99,114.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-05-11,06:05,ALC,Alicante,ESP,2023-05-11,08:50,144.99,144.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1171,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-11,07:00,ALC,Alicante,ESP,2023-05-11,09:50,159.99,159.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
1103,2023-03-16,ANR,Antwerpen,BEL,2023-05-11,15:30,ALC,Alicante,ESP,2023-05-11,18:10,189.99,189.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
1161,2023-03-16,LGG,Luik,BEL,2023-05-12,06:00,ALC,Alicante,ESP,2023-05-12,08:45,199.99,199.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-05-12,06:05,ALC,Alicante,ESP,2023-05-12,08:50,189.99,189.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1171,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-12,07:00,ALC,Alicante,ESP,2023-05-12,09:50,169.99,169.99,Direct,02:50,,TB,TUI fly,10,True,0.0,0.0,,,False
1187,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-13,06:00,ALC,Alicante,ESP,2023-05-13,08:50,269.99,269.99,Direct,02:50,,TB,TUI fly,8,False,0.0,0.0,,,False
1171,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-14,06:00,ALC,Alicante,ESP,2023-05-14,08:50,174.99,174.99,Direct,02:50,,TB,TUI fly,10,True,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-05-14,06:10,ALC,Alicante,ESP,2023-05-14,08:55,189.99,189.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1103,2023-03-16,ANR,Antwerpen,BEL,2023-05-14,15:55,ALC,Alicante,ESP,2023-05-14,18:35,219.99,219.99,Direct,02:40,,TB,TUI fly,8,False,0.0,0.0,,,False
1161,2023-03-16,LGG,Luik,BEL,2023-05-15,06:00,ALC,Alicante,ESP,2023-05-15,08:45,224.99,224.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-05-15,06:05,ALC,Alicante,ESP,2023-05-15,08:50,184.99,184.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1171,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-16,06:00,ALC,Alicante,ESP,2023-05-16,08:50,219.99,219.99,Direct,02:50,,TB,TUI fly,10,True,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-05-16,06:15,ALC,Alicante,ESP,2023-05-16,09:00,229.99,229.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1331,2023-03-16,BRU,Brussel,BEL,2023-05-11,06:05,IBZ,Ibiza,ESP,2023-05-11,08:50,179.99,179.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1331,2023-03-16,BRU,Brussel,BEL,2023-05-12,06:30,IBZ,Ibiza,ESP,2023-05-12,09:15,154.99,154.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1451,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-12,15:30,IBZ,Palma de Mallorca,ESP,2023-05-12,18:05,189.99,189.99,Stop Over,04:10,,TB,TUI fly,10,False,0.0,0.0,,,False
1331,2023-03-16,BRU,Brussel,BEL,2023-05-13,16:00,IBZ,Ibiza,ESP,2023-05-13,18:45,259.99,259.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1371,2023-03-16,BRU,Brussel,BEL,2023-05-14,17:15,IBZ,Menorca,ESP,2023-05-14,19:45,139.99,139.99,Stop Over,04:10,,TB,TUI fly,10,False,0.0,0.0,,,False
1331,2023-03-16,BRU,Brussel,BEL,2023-05-15,08:35,IBZ,Ibiza,ESP,2023-05-15,11:20,289.99,289.99,Direct,02:45,,TB,TUI fly,12,False,0.0,0.0,,,False
1341,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-15,16:30,IBZ,Ibiza,ESP,2023-05-15,19:15,159.99,159.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1011,2023-03-16,BRU,Brussel,BEL,2023-05-10,06:05,AGP,Malaga,ESP,2023-05-10,09:10,159.99,159.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
1071,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-10,06:30,AGP,Malaga,ESP,2023-05-10,09:40,189.99,189.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
1071,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-11,06:25,AGP,Malaga,ESP,2023-05-11,09:35,169.99,169.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
1001,2023-03-16,ANR,Antwerpen,BEL,2023-05-11,08:05,AGP,Malaga,ESP,2023-05-11,11:10,309.99,309.99,Direct,03:05,,TB,TUI fly,1,False,0.0,0.0,,,False
1027,2023-03-16,BRU,Brussel,BEL,2023-05-11,15:25,AGP,Malaga,ESP,2023-05-11,18:30,169.99,169.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
1011,2023-03-16,BRU,Brussel,BEL,2023-05-12,06:00,AGP,Malaga,ESP,2023-05-12,09:05,204.99,204.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1161,2023-03-16,LGG,Luik,BEL,2023-05-12,06:00,AGP,Alicante,ESP,2023-05-12,08:45,154.99,154.99,Stop Over,04:50,,TB,TUI fly,10,True,0.0,0.0,,,False
1003,2023-03-16,ANR,Antwerpen,BEL,2023-05-12,06:30,AGP,Malaga,ESP,2023-05-12,09:35,239.99,239.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1071,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-12,17:10,AGP,Malaga,ESP,2023-05-12,20:20,174.99,174.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
1011,2023-03-16,BRU,Brussel,BEL,2023-05-13,06:00,AGP,Malaga,ESP,2023-05-13,09:05,219.99,219.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
1071,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-13,06:50,AGP,Malaga,ESP,2023-05-13,10:00,279.99,279.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
1003,2023-03-16,ANR,Antwerpen,BEL,2023-05-13,13:35,AGP,Malaga,ESP,2023-05-13,16:40,249.99,249.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1011,2023-03-16,BRU,Brussel,BEL,2023-05-14,06:20,AGP,Malaga,ESP,2023-05-14,09:25,194.99,194.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1001,2023-03-16,ANR,Antwerpen,BEL,2023-05-14,08:30,AGP,Malaga,ESP,2023-05-14,11:35,254.99,254.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1071,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-14,14:30,AGP,Malaga,ESP,2023-05-14,17:40,174.99,174.99,Direct,03:10,,TB,TUI fly,10,True,0.0,0.0,,,False
1161,2023-03-16,LGG,Luik,BEL,2023-05-15,06:00,AGP,Alicante,ESP,2023-05-15,08:45,154.99,154.99,Stop Over,04:50,,TB,TUI fly,10,True,0.0,0.0,,,False
1011,2023-03-16,BRU,Brussel,BEL,2023-05-15,06:05,AGP,Malaga,ESP,2023-05-15,09:10,229.99,229.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1001,2023-03-16,ANR,Antwerpen,BEL,2023-05-15,12:40,AGP,Malaga,ESP,2023-05-15,15:45,259.99,259.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1071,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-15,16:45,AGP,Malaga,ESP,2023-05-15,19:55,169.99,169.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
1011,2023-03-16,BRU,Brussel,BEL,2023-05-16,06:15,AGP,Malaga,ESP,2023-05-16,09:20,234.99,234.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
1003,2023-03-16,ANR,Antwerpen,BEL,2023-05-16,14:15,AGP,Malaga,ESP,2023-05-16,17:20,264.99,264.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1791,2023-03-16,LGG,Luik,BEL,2023-05-10,12:30,TFS,Tenerife,ESP,2023-05-10,16:30,209.99,209.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1811,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-10,13:10,TFS,Tenerife,ESP,2023-05-10,17:10,199.99,199.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1751,2023-03-16,BRU,Brussel,BEL,2023-05-10,14:05,TFS,Tenerife,ESP,2023-05-10,18:05,159.99,159.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
1753,2023-03-16,BRU,Brussel,BEL,2023-05-11,13:00,TFS,Tenerife,ESP,2023-05-11,17:00,174.99,174.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1801,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-11,13:50,TFS,Tenerife,ESP,2023-05-11,17:50,174.99,174.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
1751,2023-03-16,BRU,Brussel,BEL,2023-05-12,06:05,TFS,Tenerife,ESP,2023-05-12,10:05,299.99,299.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1753,2023-03-16,BRU,Brussel,BEL,2023-05-12,13:35,TFS,Tenerife,ESP,2023-05-12,17:35,184.99,184.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
1751,2023-03-16,BRU,Brussel,BEL,2023-05-13,06:05,TFS,Tenerife,ESP,2023-05-13,10:05,319.99,319.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1791,2023-03-16,LGG,Luik,BEL,2023-05-13,14:55,TFS,Tenerife,ESP,2023-05-13,18:55,209.99,209.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
1811,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-14,13:00,TFS,Tenerife,ESP,2023-05-14,17:00,264.99,264.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1753,2023-03-16,BRU,Brussel,BEL,2023-05-14,14:30,TFS,Tenerife,ESP,2023-05-14,18:30,229.99,229.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
1801,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-15,06:00,TFS,Tenerife,ESP,2023-05-15,10:00,284.99,284.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
1751,2023-03-16,BRU,Brussel,BEL,2023-05-15,06:10,TFS,Tenerife,ESP,2023-05-15,10:10,299.99,299.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1753,2023-03-16,BRU,Brussel,BEL,2023-05-16,06:05,TFS,Tenerife,ESP,2023-05-16,10:05,219.99,219.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
2161,2023-03-16,BRU,Brussel,BEL,2023-05-19,14:30,CFU,Araxos,GRC,2023-05-19,18:55,199.99,199.99,Stop Over,05:05,,TB,TUI fly,10,False,0.0,0.0,,,False
2191,2023-03-16,BRU,Brussel,BEL,2023-05-21,06:40,CFU,Corfu,GRC,2023-05-21,10:45,199.99,199.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
2191,2023-03-16,BRU,Brussel,BEL,2023-05-22,06:00,CFU,Corfu,GRC,2023-05-22,10:05,199.99,199.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
2161,2023-03-16,BRU,Brussel,BEL,2023-05-23,06:00,CFU,Araxos,GRC,2023-05-23,10:30,179.99,179.99,Stop Over,05:10,,TB,TUI fly,10,False,0.0,0.0,,,False
2251,2023-03-16,BRU,Brussel,BEL,2023-05-17,06:10,HER,Kreta-Heraklion,GRC,2023-05-17,11:00,264.99,264.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
2251,2023-03-16,BRU,Brussel,BEL,2023-05-18,06:15,HER,Kreta-Heraklion,GRC,2023-05-18,11:10,264.99,264.99,Direct,03:55,,TB,TUI fly,10,False,0.0,0.0,,,False
2251,2023-03-16,BRU,Brussel,BEL,2023-05-19,06:20,HER,Kreta-Heraklion,GRC,2023-05-19,11:10,239.99,239.99,Direct,03:50,,TB,TUI fly,10,True,0.0,0.0,,,False
2281,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-19,06:30,HER,Kreta-Heraklion,GRC,2023-05-19,11:30,264.99,264.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
2251,2023-03-16,BRU,Brussel,BEL,2023-05-20,06:25,HER,Kreta-Heraklion,GRC,2023-05-20,11:15,209.99,209.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
2365,2023-03-16,LGG,Luik,BEL,2023-05-21,12:45,HER,Rhodos,GRC,2023-05-21,17:35,209.99,209.99,Stop Over,05:30,,TB,TUI fly,10,False,0.0,0.0,,,False
2253,2023-03-16,BRU,Brussel,BEL,2023-05-21,15:30,HER,Kreta-Heraklion,GRC,2023-05-21,20:20,209.99,209.99,Direct,03:50,,TB,TUI fly,10,True,0.0,0.0,,,False
2251,2023-03-16,BRU,Brussel,BEL,2023-05-22,06:15,HER,Kreta-Heraklion,GRC,2023-05-22,11:05,254.99,254.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
2341,2023-03-16,BRU,Brussel,BEL,2023-05-19,06:00,RHO,Rhodos,GRC,2023-05-19,11:00,409.99,409.99,Direct,04:00,,TB,TUI fly,9,False,0.0,0.0,,,False
2341,2023-03-16,BRU,Brussel,BEL,2023-05-20,14:15,RHO,Rhodos,GRC,2023-05-20,19:15,209.99,209.99,Direct,04:00,,TB,TUI fly,10,True,0.0,0.0,,,False
2371,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-20,14:30,RHO,Rhodos,GRC,2023-05-20,19:40,264.99,264.99,Direct,04:10,,TB,TUI fly,10,False,0.0,0.0,,,False
2365,2023-03-16,LGG,Luik,BEL,2023-05-21,12:45,RHO,Rhodos,GRC,2023-05-21,17:35,209.99,209.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
2341,2023-03-16,BRU,Brussel,BEL,2023-05-21,14:15,RHO,Rhodos,GRC,2023-05-21,19:15,209.99,209.99,Direct,04:00,,TB,TUI fly,10,True,0.0,0.0,,,False
2341,2023-03-16,BRU,Brussel,BEL,2023-05-23,06:00,RHO,Rhodos,GRC,2023-05-23,11:00,259.99,259.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
2371,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-23,13:00,RHO,Rhodos,GRC,2023-05-23,18:10,259.99,259.99,Direct,04:10,,TB,TUI fly,10,True,0.0,0.0,,,False
3511,2023-03-16,BRU,Brussel,BEL,2023-05-20,06:30,BDS,Brindisi,ITA,2023-05-20,09:15,259.99,259.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
3511,2023-03-16,BRU,Brussel,BEL,2023-05-23,15:15,BDS,Brindisi,ITA,2023-05-23,18:00,189.99,189.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
3581,2023-03-16,BRU,Brussel,BEL,2023-05-19,06:00,NAP,Napels,ITA,2023-05-19,08:35,189.99,189.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
3581,2023-03-16,BRU,Brussel,BEL,2023-05-22,06:00,NAP,Napels,ITA,2023-05-22,08:35,149.99,149.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
3581,2023-03-16,BRU,Brussel,BEL,2023-05-19,06:00,PMO,Napels,ITA,2023-05-19,08:35,189.99,189.99,Stop Over,04:20,,TB,TUI fly,10,False,0.0,0.0,,,False
3581,2023-03-16,BRU,Brussel,BEL,2023-05-22,06:00,PMO,Napels,ITA,2023-05-22,08:35,159.99,159.99,Stop Over,04:20,,TB,TUI fly,10,False,0.0,0.0,,,False
1941,2023-03-16,BRU,Brussel,BEL,2023-05-18,06:20,FAO,Faro,PRT,2023-05-18,08:35,309.99,309.99,Direct,03:15,,TB,TUI fly,5,False,0.0,0.0,,,False
1941,2023-03-16,BRU,Brussel,BEL,2023-05-21,14:50,FAO,Faro,PRT,2023-05-21,17:05,129.99,129.99,Direct,03:15,,TB,TUI fly,10,False,0.0,0.0,,,False
1171,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-17,06:00,ALC,Alicante,ESP,2023-05-17,08:50,254.99,254.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-05-17,06:05,ALC,Alicante,ESP,2023-05-17,08:50,224.99,224.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1101,2023-03-16,ANR,Antwerpen,BEL,2023-05-17,06:30,ALC,Alicante,ESP,2023-05-17,09:10,274.99,274.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
1113,2023-03-16,BRU,Brussel,BEL,2023-05-17,06:30,ALC,Alicante,ESP,2023-05-17,09:15,224.99,224.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-05-18,06:05,ALC,Alicante,ESP,2023-05-18,08:50,259.99,259.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1171,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-18,07:00,ALC,Alicante,ESP,2023-05-18,09:50,244.99,244.99,Direct,02:50,,TB,TUI fly,10,True,0.0,0.0,,,False
1103,2023-03-16,ANR,Antwerpen,BEL,2023-05-18,15:30,ALC,Alicante,ESP,2023-05-18,18:10,254.99,254.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
1161,2023-03-16,LGG,Luik,BEL,2023-05-19,06:00,ALC,Alicante,ESP,2023-05-19,08:45,184.99,184.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-05-19,06:05,ALC,Alicante,ESP,2023-05-19,08:50,184.99,184.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1171,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-19,07:00,ALC,Alicante,ESP,2023-05-19,09:50,179.99,179.99,Direct,02:50,,TB,TUI fly,10,True,0.0,0.0,,,False
1187,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-20,06:00,ALC,Alicante,ESP,2023-05-20,08:50,214.99,214.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-05-20,06:00,ALC,Alicante,ESP,2023-05-20,08:45,184.99,184.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1171,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-21,06:00,ALC,Alicante,ESP,2023-05-21,08:50,159.99,159.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
1137,2023-03-16,BRU,Brussel,BEL,2023-05-21,06:05,ALC,Alicante,ESP,2023-05-21,08:50,134.99,134.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-05-21,06:10,ALC,Alicante,ESP,2023-05-21,08:55,164.99,164.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1103,2023-03-16,ANR,Antwerpen,BEL,2023-05-21,15:55,ALC,Alicante,ESP,2023-05-21,18:35,264.99,264.99,Direct,02:40,,TB,TUI fly,7,False,0.0,0.0,,,False
1161,2023-03-16,LGG,Luik,BEL,2023-05-22,06:00,ALC,Alicante,ESP,2023-05-22,08:45,149.99,149.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-05-22,06:05,ALC,Alicante,ESP,2023-05-22,08:50,139.99,139.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1171,2023-03-16,OST,Brugge-Oostende,BEL,2023-05-23,06:00,ALC,Alicante,ESP,2023-05-23,08:50,169.99,169.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
