flightKey,flightNumber,scrapeDate,departureAirportCode,departureAirportName,departureCountryCode,departureDate,departureTime,arrivalAirportCode,arrivalAirportName,arrivalCountryCode,arrivalDate,arrivalTime,adultPrice,originalAdultPrice,journeyType,journeyDuration,totalNumberOfStops,carrierCode,carrierName,availableSeats,isCheapest,airportTax,originalAirportTax,bookingFee,originalBookingFee,isOriginalBooking
TB 1001_2023-06-04,TB 1001,2023-03-30,ANR,Antwerpen,BEL,2023-06-04,08:30,AGP,Malaga,ESP,2023-06-04,11:35,114.99,114.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1071_2023-06-04,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-04,14:30,AGP,Malaga,ESP,2023-06-04,17:40,154.99,154.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1161_2023-06-05,TB 1161,2023-03-30,LGG,Luik,BEL,2023-06-05,06:00,AGP,Alicante,ESP,2023-06-05,08:45,129.99,129.99,Stop Over,04:50,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1011_2023-06-05,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-06-05,06:05,AGP,Malaga,ESP,2023-06-05,09:10,179.99,179.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1001_2023-06-05,TB 1001,2023-03-30,ANR,Antwerpen,BEL,2023-06-05,12:40,AGP,Malaga,ESP,2023-06-05,15:45,159.99,159.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1071_2023-06-05,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-05,16:45,AGP,Malaga,ESP,2023-06-05,19:55,154.99,154.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1011_2023-06-06,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-06-06,06:15,AGP,Malaga,ESP,2023-06-06,09:20,169.99,169.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1003_2023-06-06,TB 1003,2023-03-30,ANR,Antwerpen,BEL,2023-06-06,14:15,AGP,Malaga,ESP,2023-06-06,17:20,139.99,139.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1411_2023-05-31,TB 1411,2023-03-30,BRU,Brussel,BEL,2023-05-31,06:00,PMI,Palma de Mallorca,ESP,2023-05-31,08:35,124.99,124.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1431_2023-05-31,TB 1431,2023-03-30,LGG,Luik,BEL,2023-05-31,06:00,PMI,Palma de Mallorca,ESP,2023-05-31,08:30,114.99,114.99,Direct,02:30,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1373_2023-06-01,TB 1373,2023-03-30,BRU,Brussel,BEL,2023-06-01,15:45,PMI,Menorca,ESP,2023-06-01,18:15,159.99,159.99,Stop Over,03:55,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1411_2023-06-02,TB 1411,2023-03-30,BRU,Brussel,BEL,2023-06-02,06:20,PMI,Palma de Mallorca,ESP,2023-06-02,08:55,189.99,189.99,Direct,02:35,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1451_2023-06-02,TB 1451,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-02,15:30,PMI,Palma de Mallorca,ESP,2023-06-02,18:05,249.99,249.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1411_2023-06-03,TB 1411,2023-03-30,BRU,Brussel,BEL,2023-06-03,06:15,PMI,Palma de Mallorca,ESP,2023-06-03,08:50,189.99,189.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1431_2023-06-04,TB 1431,2023-03-30,LGG,Luik,BEL,2023-06-04,06:00,PMI,Palma de Mallorca,ESP,2023-06-04,08:30,119.99,119.99,Direct,02:30,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1411_2023-06-04,TB 1411,2023-03-30,BRU,Brussel,BEL,2023-06-04,06:15,PMI,Palma de Mallorca,ESP,2023-06-04,08:50,189.99,189.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1441_2023-06-04,TB 1441,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-04,07:00,PMI,Palma de Mallorca,ESP,2023-06-04,09:35,189.99,189.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1411_2023-06-05,TB 1411,2023-03-30,BRU,Brussel,BEL,2023-06-05,06:15,PMI,Palma de Mallorca,ESP,2023-06-05,08:50,179.99,179.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1441_2023-06-06,TB 1441,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-06,06:20,PMI,Palma de Mallorca,ESP,2023-06-06,08:55,159.99,159.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1417_2023-06-06,TB 1417,2023-03-30,BRU,Brussel,BEL,2023-06-06,15:30,PMI,Palma de Mallorca,ESP,2023-06-06,18:05,114.99,114.99,Direct,02:35,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1791_2023-05-31,TB 1791,2023-03-30,LGG,Luik,BEL,2023-05-31,12:30,TFS,Tenerife,ESP,2023-05-31,16:30,214.99,214.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1811_2023-05-31,TB 1811,2023-03-30,OST,Brugge-Oostende,BEL,2023-05-31,13:10,TFS,Tenerife,ESP,2023-05-31,17:10,224.99,224.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1751_2023-05-31,TB 1751,2023-03-30,BRU,Brussel,BEL,2023-05-31,14:05,TFS,Tenerife,ESP,2023-05-31,18:05,224.99,224.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1753_2023-06-01,TB 1753,2023-03-30,BRU,Brussel,BEL,2023-06-01,13:00,TFS,Tenerife,ESP,2023-06-01,17:00,219.99,219.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1801_2023-06-01,TB 1801,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-01,13:50,TFS,Tenerife,ESP,2023-06-01,17:50,219.99,219.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1751_2023-06-02,TB 1751,2023-03-30,BRU,Brussel,BEL,2023-06-02,06:05,TFS,Tenerife,ESP,2023-06-02,10:05,274.99,274.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1753_2023-06-02,TB 1753,2023-03-30,BRU,Brussel,BEL,2023-06-02,13:35,TFS,Tenerife,ESP,2023-06-02,17:35,209.99,209.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1751_2023-06-03,TB 1751,2023-03-30,BRU,Brussel,BEL,2023-06-03,06:05,TFS,Tenerife,ESP,2023-06-03,10:05,274.99,274.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1791_2023-06-03,TB 1791,2023-03-30,LGG,Luik,BEL,2023-06-03,14:55,TFS,Tenerife,ESP,2023-06-03,18:55,199.99,199.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1811_2023-06-04,TB 1811,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-04,13:00,TFS,Tenerife,ESP,2023-06-04,17:00,219.99,219.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1753_2023-06-04,TB 1753,2023-03-30,BRU,Brussel,BEL,2023-06-04,14:30,TFS,Tenerife,ESP,2023-06-04,18:30,214.99,214.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1801_2023-06-05,TB 1801,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-05,06:00,TFS,Tenerife,ESP,2023-06-05,10:00,239.99,239.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1751_2023-06-05,TB 1751,2023-03-30,BRU,Brussel,BEL,2023-06-05,06:10,TFS,Tenerife,ESP,2023-06-05,10:10,239.99,239.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1753_2023-06-06,TB 1753,2023-03-30,BRU,Brussel,BEL,2023-06-06,06:05,TFS,Tenerife,ESP,2023-06-06,10:05,214.99,214.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2161_2023-06-09,TB 2161,2023-03-30,BRU,Brussel,BEL,2023-06-09,14:30,CFU,Araxos,GRC,2023-06-09,18:55,199.99,199.99,Stop Over,05:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2191_2023-06-11,TB 2191,2023-03-30,BRU,Brussel,BEL,2023-06-11,06:40,CFU,Corfu,GRC,2023-06-11,10:45,199.99,199.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2191_2023-06-12,TB 2191,2023-03-30,BRU,Brussel,BEL,2023-06-12,06:00,CFU,Corfu,GRC,2023-06-12,10:05,199.99,199.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2161_2023-06-13,TB 2161,2023-03-30,BRU,Brussel,BEL,2023-06-13,06:00,CFU,Araxos,GRC,2023-06-13,10:30,174.99,174.99,Stop Over,05:10,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2251_2023-06-07,TB 2251,2023-03-30,BRU,Brussel,BEL,2023-06-07,06:10,HER,Kreta-Heraklion,GRC,2023-06-07,11:00,199.99,199.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2365_2023-06-08,TB 2365,2023-03-30,LGG,Luik,BEL,2023-06-08,06:00,HER,Rhodos,GRC,2023-06-08,10:35,199.99,199.99,Stop Over,05:15,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2251_2023-06-08,TB 2251,2023-03-30,BRU,Brussel,BEL,2023-06-08,06:15,HER,Kreta-Heraklion,GRC,2023-06-08,11:10,199.99,199.99,Direct,03:55,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 2251_2023-06-09,TB 2251,2023-03-30,BRU,Brussel,BEL,2023-06-09,06:20,HER,Kreta-Heraklion,GRC,2023-06-09,11:10,179.99,179.99,Direct,03:50,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 2281_2023-06-09,TB 2281,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-09,06:30,HER,Kreta-Heraklion,GRC,2023-06-09,11:30,199.99,199.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2251_2023-06-10,TB 2251,2023-03-30,BRU,Brussel,BEL,2023-06-10,06:10,HER,Kreta-Heraklion,GRC,2023-06-10,11:00,184.99,184.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2365_2023-06-11,TB 2365,2023-03-30,LGG,Luik,BEL,2023-06-11,12:45,HER,Rhodos,GRC,2023-06-11,17:35,159.99,159.99,Stop Over,05:30,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2253_2023-06-11,TB 2253,2023-03-30,BRU,Brussel,BEL,2023-06-11,15:30,HER,Kreta-Heraklion,GRC,2023-06-11,20:20,159.99,159.99,Direct,03:50,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 2251_2023-06-12,TB 2251,2023-03-30,BRU,Brussel,BEL,2023-06-12,06:15,HER,Kreta-Heraklion,GRC,2023-06-12,11:05,174.99,174.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2185_2023-06-13,TB 2185,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-13,14:15,HER,Kreta-Chania,GRC,2023-06-13,19:25,159.99,159.99,Stop Over,05:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2365_2023-06-08,TB 2365,2023-03-30,LGG,Luik,BEL,2023-06-08,06:00,RHO,Rhodos,GRC,2023-06-08,10:35,199.99,199.99,Direct,03:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2341_2023-06-09,TB 2341,2023-03-30,BRU,Brussel,BEL,2023-06-09,06:00,RHO,Rhodos,GRC,2023-06-09,11:00,299.99,299.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2341_2023-06-10,TB 2341,2023-03-30,BRU,Brussel,BEL,2023-06-10,14:15,RHO,Rhodos,GRC,2023-06-10,19:15,159.99,159.99,Direct,04:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 2371_2023-06-10,TB 2371,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-10,14:30,RHO,Rhodos,GRC,2023-06-10,19:40,224.99,224.99,Direct,04:10,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2365_2023-06-11,TB 2365,2023-03-30,LGG,Luik,BEL,2023-06-11,12:45,RHO,Rhodos,GRC,2023-06-11,17:35,159.99,159.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2341_2023-06-11,TB 2341,2023-03-30,BRU,Brussel,BEL,2023-06-11,14:15,RHO,Rhodos,GRC,2023-06-11,19:15,159.99,159.99,Direct,04:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 2341_2023-06-13,TB 2341,2023-03-30,BRU,Brussel,BEL,2023-06-13,06:00,RHO,Rhodos,GRC,2023-06-13,11:00,329.99,329.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2371_2023-06-13,TB 2371,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-13,13:00,RHO,Rhodos,GRC,2023-06-13,18:10,224.99,224.99,Direct,04:10,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 3511_2023-06-10,TB 3511,2023-03-30,BRU,Brussel,BEL,2023-06-10,06:10,BDS,Brindisi,ITA,2023-06-10,08:55,164.99,164.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 3511_2023-06-13,TB 3511,2023-03-30,BRU,Brussel,BEL,2023-06-13,15:15,BDS,Brindisi,ITA,2023-06-13,18:00,134.99,134.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 3581_2023-06-09,TB 3581,2023-03-30,BRU,Brussel,BEL,2023-06-09,06:00,NAP,Napels,ITA,2023-06-09,08:35,189.99,189.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 3581_2023-06-12,TB 3581,2023-03-30,BRU,Brussel,BEL,2023-06-12,06:00,NAP,Napels,ITA,2023-06-12,08:35,199.99,199.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 3581_2023-06-09,TB 3581,2023-03-30,BRU,Brussel,BEL,2023-06-09,06:00,PMO,Napels,ITA,2023-06-09,08:35,189.99,189.99,Stop Over,04:20,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 3581_2023-06-12,TB 3581,2023-03-30,BRU,Brussel,BEL,2023-06-12,06:00,PMO,Napels,ITA,2023-06-12,08:35,169.99,169.99,Stop Over,04:20,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1941_2023-06-08,TB 1941,2023-03-30,BRU,Brussel,BEL,2023-06-08,06:00,FAO,Faro,PRT,2023-06-08,08:10,209.99,209.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1941_2023-06-11,TB 1941,2023-03-30,BRU,Brussel,BEL,2023-06-11,14:50,FAO,Faro,PRT,2023-06-11,17:05,149.99,149.99,Direct,03:15,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1171_2023-06-07,TB 1171,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-07,06:00,ALC,Alicante,ESP,2023-06-07,08:50,114.99,114.99,Direct,02:50,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1111_2023-06-07,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-06-07,06:05,ALC,Alicante,ESP,2023-06-07,08:50,114.99,114.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1101_2023-06-07,TB 1101,2023-03-30,ANR,Antwerpen,BEL,2023-06-07,06:30,ALC,Alicante,ESP,2023-06-07,09:10,159.99,159.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1113_2023-06-07,TB 1113,2023-03-30,BRU,Brussel,BEL,2023-06-07,06:30,ALC,Alicante,ESP,2023-06-07,09:15,119.99,119.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1111_2023-06-08,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-06-08,06:05,ALC,Alicante,ESP,2023-06-08,08:50,124.99,124.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1171_2023-06-08,TB 1171,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-08,07:00,ALC,Alicante,ESP,2023-06-08,09:50,159.99,159.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1103_2023-06-08,TB 1103,2023-03-30,ANR,Antwerpen,BEL,2023-06-08,15:30,ALC,Alicante,ESP,2023-06-08,18:10,144.99,144.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1161_2023-06-09,TB 1161,2023-03-30,LGG,Luik,BEL,2023-06-09,06:00,ALC,Alicante,ESP,2023-06-09,08:45,144.99,144.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1111_2023-06-09,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-06-09,06:05,ALC,Alicante,ESP,2023-06-09,08:50,119.99,119.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1171_2023-06-09,TB 1171,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-09,07:00,ALC,Alicante,ESP,2023-06-09,09:50,129.99,129.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1187_2023-06-10,TB 1187,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-10,06:00,ALC,Alicante,ESP,2023-06-10,08:50,169.99,169.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1111_2023-06-10,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-06-10,06:00,ALC,Alicante,ESP,2023-06-10,08:45,159.99,159.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1171_2023-06-11,TB 1171,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-11,06:00,ALC,Alicante,ESP,2023-06-11,08:50,114.99,114.99,Direct,02:50,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1111_2023-06-11,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-06-11,06:10,ALC,Alicante,ESP,2023-06-11,08:55,139.99,139.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1103_2023-06-11,TB 1103,2023-03-30,ANR,Antwerpen,BEL,2023-06-11,15:55,ALC,Alicante,ESP,2023-06-11,18:35,189.99,189.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1161_2023-06-12,TB 1161,2023-03-30,LGG,Luik,BEL,2023-06-12,06:00,ALC,Alicante,ESP,2023-06-12,08:45,159.99,159.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1111_2023-06-12,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-06-12,06:05,ALC,Alicante,ESP,2023-06-12,08:50,119.99,119.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1171_2023-06-13,TB 1171,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-13,06:00,ALC,Alicante,ESP,2023-06-13,08:50,159.99,159.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1111_2023-06-13,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-06-13,06:15,ALC,Alicante,ESP,2023-06-13,09:00,114.99,114.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1101_2023-06-13,TB 1101,2023-03-30,ANR,Antwerpen,BEL,2023-06-13,07:30,ALC,Alicante,ESP,2023-06-13,10:10,179.99,179.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1331_2023-06-08,TB 1331,2023-03-30,BRU,Brussel,BEL,2023-06-08,06:05,IBZ,Ibiza,ESP,2023-06-08,08:50,179.99,179.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1331_2023-06-09,TB 1331,2023-03-30,BRU,Brussel,BEL,2023-06-09,06:30,IBZ,Ibiza,ESP,2023-06-09,09:15,189.99,189.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1451_2023-06-09,TB 1451,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-09,15:30,IBZ,Palma de Mallorca,ESP,2023-06-09,18:05,109.99,109.99,Stop Over,04:10,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1331_2023-06-10,TB 1331,2023-03-30,BRU,Brussel,BEL,2023-06-10,16:00,IBZ,Ibiza,ESP,2023-06-10,18:45,139.99,139.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1371_2023-06-11,TB 1371,2023-03-30,BRU,Brussel,BEL,2023-06-11,17:15,IBZ,Menorca,ESP,2023-06-11,19:45,95.99,95.99,Stop Over,04:10,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1331_2023-06-12,TB 1331,2023-03-30,BRU,Brussel,BEL,2023-06-12,08:35,IBZ,Ibiza,ESP,2023-06-12,11:20,109.99,109.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1341_2023-06-12,TB 1341,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-12,16:30,IBZ,Ibiza,ESP,2023-06-12,19:15,104.99,104.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1417_2023-06-13,TB 1417,2023-03-30,BRU,Brussel,BEL,2023-06-13,15:30,IBZ,Palma de Mallorca,ESP,2023-06-13,18:05,91.99,91.99,Stop Over,04:10,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1011_2023-06-07,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-06-07,06:05,AGP,Malaga,ESP,2023-06-07,09:10,129.99,129.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1071_2023-06-07,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-07,06:30,AGP,Malaga,ESP,2023-06-07,09:40,159.99,159.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1071_2023-06-08,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-08,06:25,AGP,Malaga,ESP,2023-06-08,09:35,169.99,169.99,Direct,03:10,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1001_2023-06-08,TB 1001,2023-03-30,ANR,Antwerpen,BEL,2023-06-08,08:05,AGP,Malaga,ESP,2023-06-08,11:10,219.99,219.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1027_2023-06-08,TB 1027,2023-03-30,BRU,Brussel,BEL,2023-06-08,15:25,AGP,Malaga,ESP,2023-06-08,18:30,169.99,169.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1161_2023-06-09,TB 1161,2023-03-30,LGG,Luik,BEL,2023-06-09,06:00,AGP,Alicante,ESP,2023-06-09,08:45,119.99,119.99,Stop Over,04:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1011_2023-06-09,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-06-09,06:00,AGP,Malaga,ESP,2023-06-09,09:05,169.99,169.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1003_2023-06-09,TB 1003,2023-03-30,ANR,Antwerpen,BEL,2023-06-09,06:30,AGP,Malaga,ESP,2023-06-09,09:35,114.99,114.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1071_2023-06-09,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-09,17:10,AGP,Malaga,ESP,2023-06-09,20:20,109.99,109.99,Direct,03:10,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1011_2023-06-10,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-06-10,06:00,AGP,Malaga,ESP,2023-06-10,09:05,129.99,129.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1071_2023-06-10,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-10,06:50,AGP,Malaga,ESP,2023-06-10,10:00,189.99,189.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1003_2023-06-10,TB 1003,2023-03-30,ANR,Antwerpen,BEL,2023-06-10,13:35,AGP,Malaga,ESP,2023-06-10,16:40,159.99,159.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1011_2023-06-11,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-06-11,06:20,AGP,Malaga,ESP,2023-06-11,09:25,159.99,159.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1001_2023-06-11,TB 1001,2023-03-30,ANR,Antwerpen,BEL,2023-06-11,08:30,AGP,Malaga,ESP,2023-06-11,11:35,144.99,144.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1071_2023-06-11,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-11,14:30,AGP,Malaga,ESP,2023-06-11,17:40,119.99,119.99,Direct,03:10,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1161_2023-06-12,TB 1161,2023-03-30,LGG,Luik,BEL,2023-06-12,06:00,AGP,Alicante,ESP,2023-06-12,08:45,144.99,144.99,Stop Over,04:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1011_2023-06-12,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-06-12,06:05,AGP,Malaga,ESP,2023-06-12,09:10,169.99,169.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1001_2023-06-12,TB 1001,2023-03-30,ANR,Antwerpen,BEL,2023-06-12,12:40,AGP,Malaga,ESP,2023-06-12,15:45,169.99,169.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1071_2023-06-12,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-12,16:45,AGP,Malaga,ESP,2023-06-12,19:55,114.99,114.99,Direct,03:10,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1011_2023-06-13,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-06-13,06:15,AGP,Malaga,ESP,2023-06-13,09:20,129.99,129.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1003_2023-06-13,TB 1003,2023-03-30,ANR,Antwerpen,BEL,2023-06-13,14:15,AGP,Malaga,ESP,2023-06-13,17:20,124.99,124.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1411_2023-06-07,TB 1411,2023-03-30,BRU,Brussel,BEL,2023-06-07,06:00,PMI,Palma de Mallorca,ESP,2023-06-07,08:35,119.99,119.99,Direct,02:35,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1431_2023-06-07,TB 1431,2023-03-30,LGG,Luik,BEL,2023-06-07,06:00,PMI,Palma de Mallorca,ESP,2023-06-07,08:30,124.99,124.99,Direct,02:30,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1373_2023-06-08,TB 1373,2023-03-30,BRU,Brussel,BEL,2023-06-08,15:45,PMI,Menorca,ESP,2023-06-08,18:15,159.99,159.99,Stop Over,03:55,,TB,TUI fly,10,False,0.0,0.0,,,False
