scrapeDate,flightKey,departAirport,arrivalAirport,marketingAirline,carrierName,departureDate,departureTime,arrivalDate,arrivalTime,flightNumber,totalPrice,baseFare,taxSurcharge
2023-03-29,HV 9003_2023-06-18,BRU,ALC,HV,Transavia,2023-06-18,17:25:00,2023-06-18,19:55:00,HV 9003,91.0,53.86,37.14
2023-03-29,HV 9007_2023-06-19,BRU,FAO,HV,Transavia,2023-06-19,15:40:00,2023-06-19,17:35:00,HV 9007,61.0,23.86,37.14
2023-03-29,HV 9009_2023-06-19,BRU,IBZ,HV,Transavia,2023-06-19,06:30:00,2023-06-19,08:55:00,HV 9009,100.0,62.86,37.14
2023-03-29,HV 9211_2023-06-20,BRU,HER,HV,Transavia,2023-06-20,07:10:00,2023-06-20,11:35:00,HV 9211,92.0,54.86,37.14
2023-03-29,HV 9003_2023-06-20,BRU,ALC,HV,Transavia,2023-06-20,17:25:00,2023-06-20,19:55:00,HV 9003,91.0,53.86,37.14
2023-03-29,HV 9003_2023-06-21,BRU,ALC,HV,Transavia,2023-06-21,16:05:00,2023-06-21,18:35:00,HV 9003,112.0,74.86,37.14
2023-03-29,HV 9009_2023-06-21,BRU,IBZ,HV,Transavia,2023-06-21,06:30:00,2023-06-21,08:55:00,HV 9009,146.0,108.86,37.14
2023-03-29,HV 9007_2023-06-22,BRU,FAO,HV,Transavia,2023-06-22,16:45:00,2023-06-22,18:40:00,HV 9007,68.0,30.86,37.14
2023-03-29,HV 9003_2023-06-22,BRU,ALC,HV,Transavia,2023-06-22,06:50:00,2023-06-22,09:15:00,HV 9003,91.0,53.86,37.14
2023-03-29,HV 9007_2023-06-23,BRU,FAO,HV,Transavia,2023-06-23,07:15:00,2023-06-23,09:10:00,HV 9007,97.0,59.86,37.14
2023-03-29,HV 9009_2023-06-23,BRU,IBZ,HV,Transavia,2023-06-23,17:20:00,2023-06-23,19:45:00,HV 9009,114.0,76.86,37.14
2023-03-29,HV 9209_2023-06-24,BRU,HER,HV,Transavia,2023-06-24,06:35:00,2023-06-24,11:00:00,HV 9209,161.0,123.86,37.14
2023-03-29,HV 9003_2023-06-24,BRU,ALC,HV,Transavia,2023-06-24,16:20:00,2023-06-24,18:50:00,HV 9003,91.0,53.86,37.14
2023-03-29,HV 9009_2023-06-24,BRU,IBZ,HV,Transavia,2023-06-24,12:30:00,2023-06-24,14:50:00,HV 9009,146.0,108.86,37.14
2023-03-29,HV 9007_2023-06-25,BRU,FAO,HV,Transavia,2023-06-25,07:10:00,2023-06-25,09:05:00,HV 9007,149.0,111.86,37.14
2023-03-29,HV 9003_2023-06-25,BRU,ALC,HV,Transavia,2023-06-25,17:25:00,2023-06-25,19:55:00,HV 9003,112.0,74.86,37.14
2023-03-29,HV 9007_2023-06-26,BRU,FAO,HV,Transavia,2023-06-26,15:40:00,2023-06-26,17:35:00,HV 9007,215.0,177.86,37.14
2023-03-29,HV 9009_2023-06-26,BRU,IBZ,HV,Transavia,2023-06-26,06:30:00,2023-06-26,08:55:00,HV 9009,114.0,76.86,37.14
2023-03-29,HV 9211_2023-06-27,BRU,HER,HV,Transavia,2023-06-27,07:10:00,2023-06-27,11:35:00,HV 9211,161.0,123.86,37.14
2023-03-29,HV 9003_2023-06-27,BRU,ALC,HV,Transavia,2023-06-27,17:25:00,2023-06-27,19:55:00,HV 9003,101.0,63.86,37.14
2023-03-29,HV 9003_2023-06-28,BRU,ALC,HV,Transavia,2023-06-28,16:05:00,2023-06-28,18:35:00,HV 9003,167.0,129.86,37.14
2023-03-29,HV 9009_2023-06-28,BRU,IBZ,HV,Transavia,2023-06-28,06:30:00,2023-06-28,08:55:00,HV 9009,114.0,76.86,37.14
2023-03-29,HV 9007_2023-06-29,BRU,FAO,HV,Transavia,2023-06-29,07:40:00,2023-06-29,09:35:00,HV 9007,149.0,111.86,37.14
2023-03-29,HV 9211_2023-06-29,BRU,HER,HV,Transavia,2023-06-29,15:55:00,2023-06-29,20:20:00,HV 9211,131.0,93.86,37.14
2023-03-29,HV 9003_2023-06-29,BRU,ALC,HV,Transavia,2023-06-29,06:35:00,2023-06-29,09:05:00,HV 9003,138.0,100.86,37.14
2023-03-29,HV 9007_2023-06-30,BRU,FAO,HV,Transavia,2023-06-30,07:10:00,2023-06-30,09:05:00,HV 9007,162.0,124.86,37.14
2023-03-29,HV 9023_2023-06-30,BRU,IBZ,HV,Transavia,2023-06-30,16:50:00,2023-06-30,19:15:00,HV 9023,119.0,81.86,37.14
2023-03-29,HV 9033_2023-06-30,BRU,AGP,HV,Transavia,2023-06-30,16:00:00,2023-06-30,18:50:00,HV 9033,184.0,146.86,37.14
2023-03-29,HV 9011_2023-07-01,BRU,FAO,HV,Transavia,2023-07-01,17:05:00,2023-07-01,19:00:00,HV 9011,134.0,96.86,37.14
2023-03-29,HV 9209_2023-07-01,BRU,HER,HV,Transavia,2023-07-01,06:35:00,2023-07-01,11:00:00,HV 9209,328.0,290.86,37.14
2023-03-29,HV 9015_2023-07-01,BRU,ALC,HV,Transavia,2023-07-01,16:30:00,2023-07-01,19:00:00,HV 9015,234.0,196.86,37.14
2023-03-29,HV 9061_2023-07-01,BRU,TFS,HV,Transavia,2023-07-01,07:00:00,2023-07-01,10:30:00,HV 9061,301.0,263.86,37.14
2023-03-29,HV 9007_2023-07-02,BRU,FAO,HV,Transavia,2023-07-02,07:30:00,2023-07-02,09:25:00,HV 9007,204.0,166.86,37.14
2023-03-29,HV 9121_2023-07-02,BRU,ALC,HV,Transavia,2023-07-02,18:40:00,2023-07-02,21:05:00,HV 9121,204.0,166.86,37.14
2023-03-29,HV 9009_2023-07-02,BRU,IBZ,HV,Transavia,2023-07-02,15:30:00,2023-07-02,17:55:00,HV 9009,208.0,170.86,37.14
2023-03-29,HV 9033_2023-07-02,BRU,AGP,HV,Transavia,2023-07-02,17:05:00,2023-07-02,19:55:00,HV 9033,184.0,146.86,37.14
2023-03-29,HV 9021_2023-07-03,BRU,FAO,HV,Transavia,2023-07-03,07:15:00,2023-07-03,09:10:00,HV 9021,162.0,124.86,37.14
2023-03-29,HV 9121_2023-07-03,BRU,ALC,HV,Transavia,2023-07-03,18:25:00,2023-07-03,20:50:00,HV 9121,189.0,151.86,37.14
2023-03-29,HV 9009_2023-07-03,BRU,IBZ,HV,Transavia,2023-07-03,15:35:00,2023-07-03,18:00:00,HV 9009,208.0,170.86,37.14
2023-03-29,HV 9033_2023-07-03,BRU,AGP,HV,Transavia,2023-07-03,07:30:00,2023-07-03,10:20:00,HV 9033,184.0,146.86,37.14
2023-03-29,HV 9007_2023-07-04,BRU,FAO,HV,Transavia,2023-07-04,07:20:00,2023-07-04,09:15:00,HV 9007,148.0,110.86,37.14
2023-03-29,HV 9211_2023-07-04,BRU,HER,HV,Transavia,2023-07-04,07:15:00,2023-07-04,11:40:00,HV 9211,206.0,168.86,37.14
2023-03-29,HV 9005_2023-07-04,BRU,ALC,HV,Transavia,2023-07-04,16:10:00,2023-07-04,18:40:00,HV 9005,204.0,166.86,37.14
2023-03-29,HV 9033_2023-07-04,BRU,AGP,HV,Transavia,2023-07-04,15:55:00,2023-07-04,18:45:00,HV 9033,184.0,146.86,37.14
2023-03-29,HV 9005_2023-07-05,BRU,ALC,HV,Transavia,2023-07-05,16:20:00,2023-07-05,18:45:00,HV 9005,189.0,151.86,37.14
2023-03-29,HV 9009_2023-07-05,BRU,IBZ,HV,Transavia,2023-07-05,06:30:00,2023-07-05,08:55:00,HV 9009,208.0,170.86,37.14
2023-03-29,HV 9031_2023-07-05,BRU,AGP,HV,Transavia,2023-07-05,17:05:00,2023-07-05,19:55:00,HV 9031,138.0,100.86,37.14
2023-03-29,HV 9061_2023-07-05,BRU,TFS,HV,Transavia,2023-07-05,06:30:00,2023-07-05,10:00:00,HV 9061,257.0,219.86,37.14
2023-03-29,HV 9007_2023-07-06,BRU,FAO,HV,Transavia,2023-07-06,07:40:00,2023-07-06,09:35:00,HV 9007,162.0,124.86,37.14
2023-03-29,HV 9211_2023-07-06,BRU,HER,HV,Transavia,2023-07-06,15:55:00,2023-07-06,20:20:00,HV 9211,190.0,152.86,37.14
2023-03-29,HV 9003_2023-07-06,BRU,ALC,HV,Transavia,2023-07-06,06:35:00,2023-07-06,09:05:00,HV 9003,176.0,138.86,37.14
2023-03-29,HV 9033_2023-07-06,BRU,AGP,HV,Transavia,2023-07-06,16:45:00,2023-07-06,19:35:00,HV 9033,167.0,129.86,37.14
2023-03-29,HV 9007_2023-07-07,BRU,FAO,HV,Transavia,2023-07-07,07:10:00,2023-07-07,09:05:00,HV 9007,204.0,166.86,37.14
2023-03-29,HV 9023_2023-07-07,BRU,IBZ,HV,Transavia,2023-07-07,16:50:00,2023-07-07,19:15:00,HV 9023,135.0,97.86,37.14
2023-03-29,HV 9033_2023-07-07,BRU,AGP,HV,Transavia,2023-07-07,16:00:00,2023-07-07,18:50:00,HV 9033,201.0,163.86,37.14
2023-03-29,HV 9011_2023-07-08,BRU,FAO,HV,Transavia,2023-07-08,17:05:00,2023-07-08,19:00:00,HV 9011,162.0,124.86,37.14
2023-03-29,HV 9209_2023-07-08,BRU,HER,HV,Transavia,2023-07-08,06:35:00,2023-07-08,11:00:00,HV 9209,292.0,254.86,37.14
2023-03-29,HV 9015_2023-07-08,BRU,ALC,HV,Transavia,2023-07-08,16:30:00,2023-07-08,19:00:00,HV 9015,234.0,196.86,37.14
2023-03-29,HV 9061_2023-07-08,BRU,TFS,HV,Transavia,2023-07-08,07:00:00,2023-07-08,10:30:00,HV 9061,301.0,263.86,37.14
2023-03-29,HV 9007_2023-07-09,BRU,FAO,HV,Transavia,2023-07-09,07:30:00,2023-07-09,09:25:00,HV 9007,204.0,166.86,37.14
2023-03-29,HV 9121_2023-07-09,BRU,ALC,HV,Transavia,2023-07-09,18:40:00,2023-07-09,21:05:00,HV 9121,189.0,151.86,37.14
2023-03-29,HV 9009_2023-07-09,BRU,IBZ,HV,Transavia,2023-07-09,15:30:00,2023-07-09,17:55:00,HV 9009,172.0,134.86,37.14
2023-03-29,HV 9033_2023-07-09,BRU,AGP,HV,Transavia,2023-07-09,17:05:00,2023-07-09,19:55:00,HV 9033,184.0,146.86,37.14
2023-03-29,HV 9021_2023-07-10,BRU,FAO,HV,Transavia,2023-07-10,07:15:00,2023-07-10,09:10:00,HV 9021,189.0,151.86,37.14
2023-03-29,HV 9121_2023-07-10,BRU,ALC,HV,Transavia,2023-07-10,18:25:00,2023-07-10,20:50:00,HV 9121,176.0,138.86,37.14
2023-03-29,HV 9009_2023-07-10,BRU,IBZ,HV,Transavia,2023-07-10,15:35:00,2023-07-10,18:00:00,HV 9009,172.0,134.86,37.14
2023-03-29,HV 9033_2023-07-10,BRU,AGP,HV,Transavia,2023-07-10,07:30:00,2023-07-10,10:20:00,HV 9033,184.0,146.86,37.14
2023-03-29,HV 9007_2023-07-11,BRU,FAO,HV,Transavia,2023-07-11,07:20:00,2023-07-11,09:15:00,HV 9007,162.0,124.86,37.14
2023-03-29,HV 9211_2023-07-11,BRU,HER,HV,Transavia,2023-07-11,07:15:00,2023-07-11,11:40:00,HV 9211,258.0,220.86,37.14
2023-03-29,HV 9005_2023-07-11,BRU,ALC,HV,Transavia,2023-07-11,16:10:00,2023-07-11,18:40:00,HV 9005,162.0,124.86,37.14
2023-03-29,HV 9033_2023-07-11,BRU,AGP,HV,Transavia,2023-07-11,15:55:00,2023-07-11,18:45:00,HV 9033,167.0,129.86,37.14
2023-03-29,HV 9005_2023-07-12,BRU,ALC,HV,Transavia,2023-07-12,16:20:00,2023-07-12,18:45:00,HV 9005,162.0,124.86,37.14
2023-03-29,HV 9009_2023-07-12,BRU,IBZ,HV,Transavia,2023-07-12,06:30:00,2023-07-12,08:55:00,HV 9009,172.0,134.86,37.14
2023-03-29,HV 9031_2023-07-12,BRU,AGP,HV,Transavia,2023-07-12,17:05:00,2023-07-12,19:55:00,HV 9031,167.0,129.86,37.14
2023-03-29,HV 9061_2023-07-12,BRU,TFS,HV,Transavia,2023-07-12,06:30:00,2023-07-12,10:00:00,HV 9061,278.0,240.86,37.14
2023-03-29,HV 9007_2023-07-13,BRU,FAO,HV,Transavia,2023-07-13,07:40:00,2023-07-13,09:35:00,HV 9007,219.0,181.86,37.14
2023-03-29,HV 9211_2023-07-13,BRU,HER,HV,Transavia,2023-07-13,15:55:00,2023-07-13,20:20:00,HV 9211,190.0,152.86,37.14
2023-03-29,HV 9003_2023-07-13,BRU,ALC,HV,Transavia,2023-07-13,06:35:00,2023-07-13,09:05:00,HV 9003,176.0,138.86,37.14
2023-03-29,HV 9033_2023-07-13,BRU,AGP,HV,Transavia,2023-07-13,16:45:00,2023-07-13,19:35:00,HV 9033,184.0,146.86,37.14
2023-03-29,HV 9007_2023-07-14,BRU,FAO,HV,Transavia,2023-07-14,07:10:00,2023-07-14,09:05:00,HV 9007,219.0,181.86,37.14
2023-03-29,HV 9023_2023-07-14,BRU,IBZ,HV,Transavia,2023-07-14,16:50:00,2023-07-14,19:15:00,HV 9023,153.0,115.86,37.14
2023-03-29,HV 9033_2023-07-14,BRU,AGP,HV,Transavia,2023-07-14,16:00:00,2023-07-14,18:50:00,HV 9033,184.0,146.86,37.14
2023-03-29,HV 9011_2023-07-15,BRU,FAO,HV,Transavia,2023-07-15,17:05:00,2023-07-15,19:00:00,HV 9011,219.0,181.86,37.14
2023-03-29,HV 9209_2023-07-15,BRU,HER,HV,Transavia,2023-07-15,06:35:00,2023-07-15,11:00:00,HV 9209,274.0,236.86,37.14
2023-03-29,HV 9015_2023-07-15,BRU,ALC,HV,Transavia,2023-07-15,16:30:00,2023-07-15,19:00:00,HV 9015,249.0,211.86,37.14
2023-03-29,HV 9061_2023-07-15,BRU,TFS,HV,Transavia,2023-07-15,07:00:00,2023-07-15,10:30:00,HV 9061,301.0,263.86,37.14
2023-03-29,HV 9007_2023-07-16,BRU,FAO,HV,Transavia,2023-07-16,07:30:00,2023-07-16,09:25:00,HV 9007,234.0,196.86,37.14
2023-03-29,HV 9121_2023-07-16,BRU,ALC,HV,Transavia,2023-07-16,18:40:00,2023-07-16,21:05:00,HV 9121,204.0,166.86,37.14
2023-03-29,HV 9009_2023-07-16,BRU,IBZ,HV,Transavia,2023-07-16,15:30:00,2023-07-16,17:55:00,HV 9009,190.0,152.86,37.14
2023-03-29,HV 9033_2023-07-16,BRU,AGP,HV,Transavia,2023-07-16,17:05:00,2023-07-16,19:55:00,HV 9033,184.0,146.86,37.14
2023-03-29,HV 9021_2023-07-17,BRU,FAO,HV,Transavia,2023-07-17,07:15:00,2023-07-17,09:10:00,HV 9021,219.0,181.86,37.14
2023-03-29,HV 9121_2023-07-17,BRU,ALC,HV,Transavia,2023-07-17,18:25:00,2023-07-17,20:50:00,HV 9121,189.0,151.86,37.14
2023-03-29,HV 9009_2023-07-17,BRU,IBZ,HV,Transavia,2023-07-17,15:35:00,2023-07-17,18:00:00,HV 9009,172.0,134.86,37.14
2023-03-29,HV 9033_2023-07-17,BRU,AGP,HV,Transavia,2023-07-17,07:30:00,2023-07-17,10:20:00,HV 9033,258.0,220.86,37.14
2023-03-29,HV 9007_2023-07-18,BRU,FAO,HV,Transavia,2023-07-18,07:20:00,2023-07-18,09:15:00,HV 9007,176.0,138.86,37.14
2023-03-29,HV 9211_2023-07-18,BRU,HER,HV,Transavia,2023-07-18,07:15:00,2023-07-18,11:40:00,HV 9211,258.0,220.86,37.14
2023-03-29,HV 9005_2023-07-18,BRU,ALC,HV,Transavia,2023-07-18,16:10:00,2023-07-18,18:40:00,HV 9005,162.0,124.86,37.14
2023-03-29,HV 9033_2023-07-18,BRU,AGP,HV,Transavia,2023-07-18,15:55:00,2023-07-18,18:45:00,HV 9033,184.0,146.86,37.14
2023-03-29,HV 9005_2023-07-19,BRU,ALC,HV,Transavia,2023-07-19,16:20:00,2023-07-19,18:45:00,HV 9005,176.0,138.86,37.14
2023-03-29,HV 9009_2023-07-19,BRU,IBZ,HV,Transavia,2023-07-19,06:30:00,2023-07-19,08:55:00,HV 9009,153.0,115.86,37.14
2023-03-29,HV 9031_2023-07-19,BRU,AGP,HV,Transavia,2023-07-19,17:05:00,2023-07-19,19:55:00,HV 9031,167.0,129.86,37.14
2023-03-29,HV 9061_2023-07-19,BRU,TFS,HV,Transavia,2023-07-19,06:30:00,2023-07-19,10:00:00,HV 9061,278.0,240.86,37.14
2023-03-29,HV 9007_2023-07-20,BRU,FAO,HV,Transavia,2023-07-20,07:40:00,2023-07-20,09:35:00,HV 9007,234.0,196.86,37.14
2023-03-29,HV 9211_2023-07-20,BRU,HER,HV,Transavia,2023-07-20,15:55:00,2023-07-20,20:20:00,HV 9211,222.0,184.86,37.14
2023-03-29,HV 9003_2023-07-20,BRU,ALC,HV,Transavia,2023-07-20,06:35:00,2023-07-20,09:05:00,HV 9003,176.0,138.86,37.14
2023-03-29,HV 9033_2023-07-20,BRU,AGP,HV,Transavia,2023-07-20,16:45:00,2023-07-20,19:35:00,HV 9033,184.0,146.86,37.14
2023-03-29,HV 9007_2023-07-21,BRU,FAO,HV,Transavia,2023-07-21,07:10:00,2023-07-21,09:05:00,HV 9007,219.0,181.86,37.14
2023-03-29,HV 9023_2023-07-21,BRU,IBZ,HV,Transavia,2023-07-21,16:50:00,2023-07-21,19:15:00,HV 9023,135.0,97.86,37.14
2023-03-29,HV 9033_2023-07-21,BRU,AGP,HV,Transavia,2023-07-21,16:00:00,2023-07-21,18:50:00,HV 9033,201.0,163.86,37.14
2023-03-29,HV 9011_2023-07-22,BRU,FAO,HV,Transavia,2023-07-22,17:05:00,2023-07-22,19:00:00,HV 9011,219.0,181.86,37.14
2023-03-29,HV 9209_2023-07-22,BRU,HER,HV,Transavia,2023-07-22,06:35:00,2023-07-22,11:00:00,HV 9209,310.0,272.86,37.14
2023-03-29,HV 9015_2023-07-22,BRU,ALC,HV,Transavia,2023-07-22,16:30:00,2023-07-22,19:00:00,HV 9015,176.0,138.86,37.14
2023-03-29,HV 9061_2023-07-22,BRU,TFS,HV,Transavia,2023-07-22,07:00:00,2023-07-22,10:30:00,HV 9061,301.0,263.86,37.14
2023-03-29,HV 9007_2023-07-23,BRU,FAO,HV,Transavia,2023-07-23,07:30:00,2023-07-23,09:25:00,HV 9007,219.0,181.86,37.14
2023-03-29,HV 9121_2023-07-23,BRU,ALC,HV,Transavia,2023-07-23,18:40:00,2023-07-23,21:05:00,HV 9121,176.0,138.86,37.14
2023-03-29,HV 9009_2023-07-23,BRU,IBZ,HV,Transavia,2023-07-23,15:30:00,2023-07-23,17:55:00,HV 9009,153.0,115.86,37.14
2023-03-29,HV 9033_2023-07-23,BRU,AGP,HV,Transavia,2023-07-23,17:05:00,2023-07-23,19:55:00,HV 9033,167.0,129.86,37.14
2023-03-29,HV 9021_2023-07-24,BRU,FAO,HV,Transavia,2023-07-24,07:15:00,2023-07-24,09:10:00,HV 9021,219.0,181.86,37.14
2023-03-29,HV 9121_2023-07-24,BRU,ALC,HV,Transavia,2023-07-24,18:25:00,2023-07-24,20:50:00,HV 9121,189.0,151.86,37.14
2023-03-29,HV 9009_2023-07-24,BRU,IBZ,HV,Transavia,2023-07-24,15:35:00,2023-07-24,18:00:00,HV 9009,289.0,251.86,37.14
2023-03-29,HV 9033_2023-07-24,BRU,AGP,HV,Transavia,2023-07-24,07:30:00,2023-07-24,10:20:00,HV 9033,184.0,146.86,37.14
2023-03-29,HV 9007_2023-07-25,BRU,FAO,HV,Transavia,2023-07-25,07:20:00,2023-07-25,09:15:00,HV 9007,148.0,110.86,37.14
2023-03-29,HV 9211_2023-07-25,BRU,HER,HV,Transavia,2023-07-25,07:15:00,2023-07-25,11:40:00,HV 9211,292.0,254.86,37.14
2023-03-29,HV 9005_2023-07-25,BRU,ALC,HV,Transavia,2023-07-25,16:10:00,2023-07-25,18:40:00,HV 9005,176.0,138.86,37.14
2023-03-29,HV 9033_2023-07-25,BRU,AGP,HV,Transavia,2023-07-25,15:55:00,2023-07-25,18:45:00,HV 9033,152.0,114.86,37.14
2023-03-29,HV 9005_2023-07-26,BRU,ALC,HV,Transavia,2023-07-26,16:20:00,2023-07-26,18:45:00,HV 9005,148.0,110.86,37.14
2023-03-29,HV 9009_2023-07-26,BRU,IBZ,HV,Transavia,2023-07-26,06:30:00,2023-07-26,08:55:00,HV 9009,153.0,115.86,37.14
2023-03-29,HV 9031_2023-07-26,BRU,AGP,HV,Transavia,2023-07-26,17:05:00,2023-07-26,19:55:00,HV 9031,124.0,86.86,37.14
2023-03-29,HV 9061_2023-07-26,BRU,TFS,HV,Transavia,2023-07-26,06:30:00,2023-07-26,10:00:00,HV 9061,257.0,219.86,37.14
2023-03-29,HV 9007_2023-07-27,BRU,FAO,HV,Transavia,2023-07-27,07:40:00,2023-07-27,09:35:00,HV 9007,204.0,166.86,37.14
2023-03-29,HV 9211_2023-07-27,BRU,HER,HV,Transavia,2023-07-27,15:55:00,2023-07-27,20:20:00,HV 9211,222.0,184.86,37.14
2023-03-29,HV 9003_2023-07-27,BRU,ALC,HV,Transavia,2023-07-27,06:35:00,2023-07-27,09:05:00,HV 9003,134.0,96.86,37.14
2023-03-29,HV 9033_2023-07-27,BRU,AGP,HV,Transavia,2023-07-27,16:45:00,2023-07-27,19:35:00,HV 9033,152.0,114.86,37.14
2023-03-29,HV 9007_2023-07-28,BRU,FAO,HV,Transavia,2023-07-28,07:10:00,2023-07-28,09:05:00,HV 9007,148.0,110.86,37.14
2023-03-29,HV 9023_2023-07-28,BRU,IBZ,HV,Transavia,2023-07-28,16:50:00,2023-07-28,19:15:00,HV 9023,119.0,81.86,37.14
2023-03-29,HV 9033_2023-07-28,BRU,AGP,HV,Transavia,2023-07-28,16:00:00,2023-07-28,18:50:00,HV 9033,152.0,114.86,37.14
2023-03-29,HV 9011_2023-07-29,BRU,FAO,HV,Transavia,2023-07-29,17:05:00,2023-07-29,19:00:00,HV 9011,162.0,124.86,37.14
2023-03-29,HV 9209_2023-07-29,BRU,HER,HV,Transavia,2023-07-29,06:35:00,2023-07-29,11:00:00,HV 9209,241.0,203.86,37.14
2023-03-29,HV 9015_2023-07-29,BRU,ALC,HV,Transavia,2023-07-29,16:30:00,2023-07-29,19:00:00,HV 9015,148.0,110.86,37.14
2023-03-29,HV 9061_2023-07-29,BRU,TFS,HV,Transavia,2023-07-29,07:00:00,2023-07-29,10:30:00,HV 9061,278.0,240.86,37.14
2023-03-29,HV 9007_2023-07-30,BRU,FAO,HV,Transavia,2023-07-30,07:30:00,2023-07-30,09:25:00,HV 9007,204.0,166.86,37.14
2023-03-29,HV 9121_2023-07-30,BRU,ALC,HV,Transavia,2023-07-30,18:40:00,2023-07-30,21:05:00,HV 9121,148.0,110.86,37.14
2023-03-29,HV 9009_2023-07-30,BRU,IBZ,HV,Transavia,2023-07-30,15:30:00,2023-07-30,17:55:00,HV 9009,190.0,152.86,37.14
2023-03-29,HV 9033_2023-07-30,BRU,AGP,HV,Transavia,2023-07-30,17:05:00,2023-07-30,19:55:00,HV 9033,152.0,114.86,37.14
2023-03-29,HV 9021_2023-07-31,BRU,FAO,HV,Transavia,2023-07-31,07:15:00,2023-07-31,09:10:00,HV 9021,148.0,110.86,37.14
2023-03-29,HV 9121_2023-07-31,BRU,ALC,HV,Transavia,2023-07-31,18:25:00,2023-07-31,20:50:00,HV 9121,176.0,138.86,37.14
2023-03-29,HV 9009_2023-07-31,BRU,IBZ,HV,Transavia,2023-07-31,15:35:00,2023-07-31,18:00:00,HV 9009,289.0,251.86,37.14
2023-03-29,HV 9033_2023-07-31,BRU,AGP,HV,Transavia,2023-07-31,07:30:00,2023-07-31,10:20:00,HV 9033,152.0,114.86,37.14
2023-03-29,HV 9007_2023-08-01,BRU,FAO,HV,Transavia,2023-08-01,07:20:00,2023-08-01,09:15:00,HV 9007,149.0,111.86,37.14
2023-03-29,HV 9211_2023-08-01,BRU,HER,HV,Transavia,2023-08-01,07:15:00,2023-08-01,11:40:00,HV 9211,257.0,219.86,37.14
2023-03-29,HV 9005_2023-08-01,BRU,ALC,HV,Transavia,2023-08-01,16:10:00,2023-08-01,18:40:00,HV 9005,167.0,129.86,37.14
2023-03-29,HV 9033_2023-08-01,BRU,AGP,HV,Transavia,2023-08-01,15:55:00,2023-08-01,18:45:00,HV 9033,165.0,127.86,37.14
2023-03-29,HV 9005_2023-08-02,BRU,ALC,HV,Transavia,2023-08-02,16:20:00,2023-08-02,18:45:00,HV 9005,167.0,129.86,37.14
2023-03-29,HV 9009_2023-08-02,BRU,IBZ,HV,Transavia,2023-08-02,06:30:00,2023-08-02,08:55:00,HV 9009,146.0,108.86,37.14
2023-03-29,HV 9031_2023-08-02,BRU,AGP,HV,Transavia,2023-08-02,17:05:00,2023-08-02,19:55:00,HV 9031,109.0,71.86,37.14
2023-03-29,HV 9061_2023-08-02,BRU,TFS,HV,Transavia,2023-08-02,06:30:00,2023-08-02,10:00:00,HV 9061,232.0,194.86,37.14
2023-03-29,HV 9007_2023-08-03,BRU,FAO,HV,Transavia,2023-08-03,07:40:00,2023-08-03,09:35:00,HV 9007,149.0,111.86,37.14
2023-03-29,HV 9211_2023-08-03,BRU,HER,HV,Transavia,2023-08-03,15:55:00,2023-08-03,20:20:00,HV 9211,225.0,187.86,37.14
2023-03-29,HV 9003_2023-08-03,BRU,ALC,HV,Transavia,2023-08-03,06:35:00,2023-08-03,09:05:00,HV 9003,125.0,87.86,37.14
2023-03-29,HV 9033_2023-08-03,BRU,AGP,HV,Transavia,2023-08-03,16:45:00,2023-08-03,19:35:00,HV 9033,109.0,71.86,37.14
2023-03-29,HV 9007_2023-08-04,BRU,FAO,HV,Transavia,2023-08-04,07:10:00,2023-08-04,09:05:00,HV 9007,149.0,111.86,37.14
2023-03-29,HV 9023_2023-08-04,BRU,IBZ,HV,Transavia,2023-08-04,16:50:00,2023-08-04,19:15:00,HV 9023,100.0,62.86,37.14
2023-03-29,HV 9033_2023-08-04,BRU,AGP,HV,Transavia,2023-08-04,16:00:00,2023-08-04,18:50:00,HV 9033,122.0,84.86,37.14
2023-03-29,HV 9011_2023-08-05,BRU,FAO,HV,Transavia,2023-08-05,17:05:00,2023-08-05,19:00:00,HV 9011,122.0,84.86,37.14
2023-03-29,HV 9209_2023-08-05,BRU,HER,HV,Transavia,2023-08-05,06:35:00,2023-08-05,11:00:00,HV 9209,291.0,253.86,37.14
2023-03-29,HV 9015_2023-08-05,BRU,ALC,HV,Transavia,2023-08-05,16:30:00,2023-08-05,19:00:00,HV 9015,125.0,87.86,37.14
2023-03-29,HV 9061_2023-08-05,BRU,TFS,HV,Transavia,2023-08-05,07:00:00,2023-08-05,10:30:00,HV 9061,232.0,194.86,37.14
2023-03-29,HV 9007_2023-08-06,BRU,FAO,HV,Transavia,2023-08-06,07:30:00,2023-08-06,09:25:00,HV 9007,149.0,111.86,37.14
2023-03-29,HV 9121_2023-08-06,BRU,ALC,HV,Transavia,2023-08-06,18:40:00,2023-08-06,21:05:00,HV 9121,112.0,74.86,37.14
2023-03-29,HV 9009_2023-08-06,BRU,IBZ,HV,Transavia,2023-08-06,15:30:00,2023-08-06,17:55:00,HV 9009,100.0,62.86,37.14
2023-03-29,HV 9033_2023-08-06,BRU,AGP,HV,Transavia,2023-08-06,17:05:00,2023-08-06,19:55:00,HV 9033,97.0,59.86,37.14
2023-03-29,HV 9021_2023-08-07,BRU,FAO,HV,Transavia,2023-08-07,07:15:00,2023-08-07,09:10:00,HV 9021,122.0,84.86,37.14
2023-03-29,HV 9121_2023-08-07,BRU,ALC,HV,Transavia,2023-08-07,18:25:00,2023-08-07,20:50:00,HV 9121,125.0,87.86,37.14
