scrapeDate,departAirport,arrivalAirport,marketingAirline,departureDate,arrivalDate,flightNumber,totalPrice,baseFare,taxSurcharge
2023-03-23,BRU,AGP,HV,2023-07-09T17:05:00,2023-07-09T19:55:00,9033,184.0,146.86,37.14
2023-03-23,BRU,FAO,HV,2023-07-10T07:15:00,2023-07-10T09:10:00,9021,189.0,151.86,37.14
2023-03-23,BRU,ALC,HV,2023-07-10T18:25:00,2023-07-10T20:50:00,9121,189.0,151.86,37.14
2023-03-23,BRU,IBZ,HV,2023-07-10T15:35:00,2023-07-10T18:00:00,9009,190.0,152.86,37.14
2023-03-23,BRU,AGP,HV,2023-07-10T07:30:00,2023-07-10T10:20:00,9033,184.0,146.86,37.14
2023-03-23,BRU,FAO,HV,2023-07-11T07:20:00,2023-07-11T09:15:00,9007,162.0,124.86,37.14
2023-03-23,BRU,HER,HV,2023-07-11T07:15:00,2023-07-11T11:40:00,9211,258.0,220.86,37.14
2023-03-23,BRU,ALC,HV,2023-07-11T16:10:00,2023-07-11T18:40:00,9005,162.0,124.86,37.14
2023-03-23,BRU,AGP,HV,2023-07-11T15:55:00,2023-07-11T18:45:00,9033,167.0,129.86,37.14
2023-03-23,BRU,ALC,HV,2023-07-12T16:20:00,2023-07-12T18:45:00,9005,162.0,124.86,37.14
2023-03-23,BRU,IBZ,HV,2023-07-12T06:30:00,2023-07-12T08:55:00,9009,153.0,115.86,37.14
2023-03-23,BRU,AGP,HV,2023-07-12T17:05:00,2023-07-12T19:55:00,9031,152.0,114.86,37.14
2023-03-23,BRU,TFS,HV,2023-07-12T06:30:00,2023-07-12T10:00:00,9061,257.0,219.86,37.14
2023-03-23,BRU,FAO,HV,2023-07-13T07:40:00,2023-07-13T09:35:00,9007,219.0,181.86,37.14
2023-03-23,BRU,HER,HV,2023-07-13T15:55:00,2023-07-13T20:20:00,9211,175.0,137.86,37.14
2023-03-23,BRU,ALC,HV,2023-07-13T06:35:00,2023-07-13T09:05:00,9003,189.0,151.86,37.14
2023-03-23,BRU,AGP,HV,2023-07-13T16:45:00,2023-07-13T19:35:00,9033,167.0,129.86,37.14
2023-03-23,BRU,FAO,HV,2023-07-14T07:10:00,2023-07-14T09:05:00,9007,219.0,181.86,37.14
2023-03-23,BRU,IBZ,HV,2023-07-14T16:50:00,2023-07-14T19:15:00,9023,135.0,97.86,37.14
2023-03-23,BRU,AGP,HV,2023-07-14T16:00:00,2023-07-14T18:50:00,9033,184.0,146.86,37.14
2023-03-23,BRU,FAO,HV,2023-07-15T17:05:00,2023-07-15T19:00:00,9011,189.0,151.86,37.14
2023-03-23,BRU,HER,HV,2023-07-15T06:35:00,2023-07-15T11:00:00,9209,274.0,236.86,37.14
2023-03-23,BRU,ALC,HV,2023-07-15T16:30:00,2023-07-15T19:00:00,9015,249.0,211.86,37.14
2023-03-23,BRU,TFS,HV,2023-07-15T07:00:00,2023-07-15T10:30:00,9061,301.0,263.86,37.14
2023-03-23,BRU,FAO,HV,2023-07-16T07:30:00,2023-07-16T09:25:00,9007,234.0,196.86,37.14
2023-03-23,BRU,ALC,HV,2023-07-16T18:40:00,2023-07-16T21:05:00,9121,189.0,151.86,37.14
2023-03-23,BRU,IBZ,HV,2023-07-16T15:30:00,2023-07-16T17:55:00,9009,208.0,170.86,37.14
2023-03-23,BRU,AGP,HV,2023-07-16T17:05:00,2023-07-16T19:55:00,9033,184.0,146.86,37.14
2023-03-23,BRU,FAO,HV,2023-07-17T07:15:00,2023-07-17T09:10:00,9021,204.0,166.86,37.14
2023-03-23,BRU,ALC,HV,2023-07-17T18:25:00,2023-07-17T20:50:00,9121,189.0,151.86,37.14
2023-03-23,BRU,IBZ,HV,2023-07-17T15:35:00,2023-07-17T18:00:00,9009,153.0,115.86,37.14
2023-03-23,BRU,AGP,HV,2023-07-17T07:30:00,2023-07-17T10:20:00,9033,238.0,200.86,37.14
2023-03-23,BRU,FAO,HV,2023-07-18T07:20:00,2023-07-18T09:15:00,9007,148.0,110.86,37.14
2023-03-23,BRU,HER,HV,2023-07-18T07:15:00,2023-07-18T11:40:00,9211,258.0,220.86,37.14
2023-03-23,BRU,ALC,HV,2023-07-18T16:10:00,2023-07-18T18:40:00,9005,162.0,124.86,37.14
2023-03-23,BRU,AGP,HV,2023-07-18T15:55:00,2023-07-18T18:45:00,9033,167.0,129.86,37.14
2023-03-23,BRU,ALC,HV,2023-07-19T16:20:00,2023-07-19T18:45:00,9005,189.0,151.86,37.14
2023-03-23,BRU,IBZ,HV,2023-07-19T06:30:00,2023-07-19T08:55:00,9009,153.0,115.86,37.14
2023-03-23,BRU,AGP,HV,2023-07-19T17:05:00,2023-07-19T19:55:00,9031,167.0,129.86,37.14
2023-03-23,BRU,TFS,HV,2023-07-19T06:30:00,2023-07-19T10:00:00,9061,278.0,240.86,37.14
2023-03-23,BRU,FAO,HV,2023-07-20T07:40:00,2023-07-20T09:35:00,9007,234.0,196.86,37.14
2023-03-23,BRU,HER,HV,2023-07-20T15:55:00,2023-07-20T20:20:00,9211,222.0,184.86,37.14
2023-03-23,BRU,ALC,HV,2023-07-20T06:35:00,2023-07-20T09:05:00,9003,176.0,138.86,37.14
2023-03-23,BRU,AGP,HV,2023-07-20T16:45:00,2023-07-20T19:35:00,9033,167.0,129.86,37.14
2023-03-23,BRU,FAO,HV,2023-07-21T07:10:00,2023-07-21T09:05:00,9007,219.0,181.86,37.14
2023-03-23,BRU,IBZ,HV,2023-07-21T16:50:00,2023-07-21T19:15:00,9023,135.0,97.86,37.14
2023-03-23,BRU,AGP,HV,2023-07-21T16:00:00,2023-07-21T18:50:00,9033,201.0,163.86,37.14
2023-03-23,BRU,FAO,HV,2023-07-22T17:05:00,2023-07-22T19:00:00,9011,204.0,166.86,37.14
2023-03-23,BRU,HER,HV,2023-07-22T06:35:00,2023-07-22T11:00:00,9209,310.0,272.86,37.14
2023-03-23,BRU,ALC,HV,2023-07-22T16:30:00,2023-07-22T19:00:00,9015,176.0,138.86,37.14
2023-03-23,BRU,TFS,HV,2023-07-22T07:00:00,2023-07-22T10:30:00,9061,301.0,263.86,37.14
2023-03-23,BRU,FAO,HV,2023-07-23T07:30:00,2023-07-23T09:25:00,9007,219.0,181.86,37.14
2023-03-23,BRU,ALC,HV,2023-07-23T18:40:00,2023-07-23T21:05:00,9121,162.0,124.86,37.14
2023-03-23,BRU,IBZ,HV,2023-07-23T15:30:00,2023-07-23T17:55:00,9009,153.0,115.86,37.14
2023-03-23,BRU,AGP,HV,2023-07-23T17:05:00,2023-07-23T19:55:00,9033,167.0,129.86,37.14
2023-03-23,BRU,FAO,HV,2023-07-24T07:15:00,2023-07-24T09:10:00,9021,219.0,181.86,37.14
2023-03-23,BRU,ALC,HV,2023-07-24T18:25:00,2023-07-24T20:50:00,9121,204.0,166.86,37.14
2023-03-23,BRU,IBZ,HV,2023-07-24T15:35:00,2023-07-24T18:00:00,9009,289.0,251.86,37.14
2023-03-23,BRU,AGP,HV,2023-07-24T07:30:00,2023-07-24T10:20:00,9033,184.0,146.86,37.14
2023-03-23,BRU,FAO,HV,2023-07-25T07:20:00,2023-07-25T09:15:00,9007,148.0,110.86,37.14
2023-03-23,BRU,HER,HV,2023-07-25T07:15:00,2023-07-25T11:40:00,9211,292.0,254.86,37.14
2023-03-23,BRU,ALC,HV,2023-07-25T16:10:00,2023-07-25T18:40:00,9005,176.0,138.86,37.14
2023-03-23,BRU,AGP,HV,2023-07-25T15:55:00,2023-07-25T18:45:00,9033,138.0,100.86,37.14
2023-03-23,BRU,ALC,HV,2023-07-26T16:20:00,2023-07-26T18:45:00,9005,148.0,110.86,37.14
2023-03-23,BRU,IBZ,HV,2023-07-26T06:30:00,2023-07-26T08:55:00,9009,135.0,97.86,37.14
2023-03-23,BRU,AGP,HV,2023-07-26T17:05:00,2023-07-26T19:55:00,9031,124.0,86.86,37.14
2023-03-23,BRU,TFS,HV,2023-07-26T06:30:00,2023-07-26T10:00:00,9061,257.0,219.86,37.14
2023-03-23,BRU,FAO,HV,2023-07-27T07:40:00,2023-07-27T09:35:00,9007,204.0,166.86,37.14
2023-03-23,BRU,HER,HV,2023-07-27T15:55:00,2023-07-27T20:20:00,9211,222.0,184.86,37.14
2023-03-23,BRU,ALC,HV,2023-07-27T06:35:00,2023-07-27T09:05:00,9003,134.0,96.86,37.14
2023-03-23,BRU,AGP,HV,2023-07-27T16:45:00,2023-07-27T19:35:00,9033,152.0,114.86,37.14
2023-03-23,BRU,FAO,HV,2023-07-28T07:10:00,2023-07-28T09:05:00,9007,148.0,110.86,37.14
2023-03-23,BRU,IBZ,HV,2023-07-28T16:50:00,2023-07-28T19:15:00,9023,119.0,81.86,37.14
2023-03-23,BRU,AGP,HV,2023-07-28T16:00:00,2023-07-28T18:50:00,9033,152.0,114.86,37.14
2023-03-23,BRU,FAO,HV,2023-07-29T17:05:00,2023-07-29T19:00:00,9011,162.0,124.86,37.14
2023-03-23,BRU,HER,HV,2023-07-29T06:35:00,2023-07-29T11:00:00,9209,258.0,220.86,37.14
2023-03-23,BRU,ALC,HV,2023-07-29T16:30:00,2023-07-29T19:00:00,9015,148.0,110.86,37.14
2023-03-23,BRU,TFS,HV,2023-07-29T07:00:00,2023-07-29T10:30:00,9061,257.0,219.86,37.14
2023-03-23,BRU,FAO,HV,2023-07-30T07:30:00,2023-07-30T09:25:00,9007,204.0,166.86,37.14
2023-03-23,BRU,ALC,HV,2023-07-30T18:40:00,2023-07-30T21:05:00,9121,148.0,110.86,37.14
2023-03-23,BRU,IBZ,HV,2023-07-30T15:30:00,2023-07-30T17:55:00,9009,190.0,152.86,37.14
2023-03-23,BRU,AGP,HV,2023-07-30T17:05:00,2023-07-30T19:55:00,9033,152.0,114.86,37.14
2023-03-23,BRU,FAO,HV,2023-07-31T07:15:00,2023-07-31T09:10:00,9021,134.0,96.86,37.14
2023-03-23,BRU,ALC,HV,2023-07-31T18:25:00,2023-07-31T20:50:00,9121,162.0,124.86,37.14
2023-03-23,BRU,IBZ,HV,2023-07-31T15:35:00,2023-07-31T18:00:00,9009,289.0,251.86,37.14
2023-03-23,BRU,AGP,HV,2023-07-31T07:30:00,2023-07-31T10:20:00,9033,138.0,100.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-01T07:20:00,2023-08-01T09:15:00,9007,122.0,84.86,37.14
2023-03-23,BRU,HER,HV,2023-08-01T07:15:00,2023-08-01T11:40:00,9211,241.0,203.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-01T16:10:00,2023-08-01T18:40:00,9005,167.0,129.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-01T15:55:00,2023-08-01T18:45:00,9033,135.0,97.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-02T16:20:00,2023-08-02T18:45:00,9005,167.0,129.86,37.14
2023-03-23,BRU,IBZ,HV,2023-08-02T06:30:00,2023-08-02T08:55:00,9009,146.0,108.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-02T17:05:00,2023-08-02T19:55:00,9031,109.0,71.86,37.14
2023-03-23,BRU,TFS,HV,2023-08-02T06:30:00,2023-08-02T10:00:00,9061,216.0,178.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-03T07:40:00,2023-08-03T09:35:00,9007,149.0,111.86,37.14
2023-03-23,BRU,HER,HV,2023-08-03T15:55:00,2023-08-03T20:20:00,9211,207.0,169.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-03T06:35:00,2023-08-03T09:05:00,9003,125.0,87.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-03T16:45:00,2023-08-03T19:35:00,9033,109.0,71.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-04T07:10:00,2023-08-04T09:05:00,9007,149.0,111.86,37.14
2023-03-23,BRU,IBZ,HV,2023-08-04T16:50:00,2023-08-04T19:15:00,9023,100.0,62.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-04T16:00:00,2023-08-04T18:50:00,9033,122.0,84.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-05T17:05:00,2023-08-05T19:00:00,9011,122.0,84.86,37.14
2023-03-23,BRU,HER,HV,2023-08-05T06:35:00,2023-08-05T11:00:00,9209,274.0,236.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-05T16:30:00,2023-08-05T19:00:00,9015,125.0,87.86,37.14
2023-03-23,BRU,TFS,HV,2023-08-05T07:00:00,2023-08-05T10:30:00,9061,216.0,178.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-06T07:30:00,2023-08-06T09:25:00,9007,149.0,111.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-06T18:40:00,2023-08-06T21:05:00,9121,112.0,74.86,37.14
2023-03-23,BRU,IBZ,HV,2023-08-06T15:30:00,2023-08-06T17:55:00,9009,100.0,62.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-06T17:05:00,2023-08-06T19:55:00,9033,97.0,59.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-07T07:15:00,2023-08-07T09:10:00,9021,122.0,84.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-07T18:25:00,2023-08-07T20:50:00,9121,101.0,63.86,37.14
2023-03-23,BRU,IBZ,HV,2023-08-07T15:35:00,2023-08-07T18:00:00,9009,129.0,91.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-07T07:30:00,2023-08-07T10:20:00,9033,109.0,71.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-08T07:20:00,2023-08-08T09:15:00,9007,87.0,49.86,37.14
2023-03-23,BRU,HER,HV,2023-08-08T07:15:00,2023-08-08T11:40:00,9211,225.0,187.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-08T16:10:00,2023-08-08T18:40:00,9005,112.0,74.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-08T15:55:00,2023-08-08T18:45:00,9033,97.0,59.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-09T16:20:00,2023-08-09T18:45:00,9005,112.0,74.86,37.14
2023-03-23,BRU,IBZ,HV,2023-08-09T06:30:00,2023-08-09T08:55:00,9009,88.0,50.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-09T17:05:00,2023-08-09T19:55:00,9031,97.0,59.86,37.14
2023-03-23,BRU,TFS,HV,2023-08-09T06:30:00,2023-08-09T10:00:00,9061,185.0,147.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-10T07:40:00,2023-08-10T09:35:00,9007,135.0,97.86,37.14
2023-03-23,BRU,HER,HV,2023-08-10T15:55:00,2023-08-10T20:20:00,9211,175.0,137.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-10T06:35:00,2023-08-10T09:05:00,9003,101.0,63.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-10T16:45:00,2023-08-10T19:35:00,9033,109.0,71.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-11T07:10:00,2023-08-11T09:05:00,9007,135.0,97.86,37.14
2023-03-23,BRU,IBZ,HV,2023-08-11T16:50:00,2023-08-11T19:15:00,9023,76.0,38.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-11T16:00:00,2023-08-11T18:50:00,9033,97.0,59.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-12T17:05:00,2023-08-12T19:00:00,9011,87.0,49.86,37.14
2023-03-23,BRU,HER,HV,2023-08-12T06:35:00,2023-08-12T11:00:00,9209,241.0,203.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-12T16:30:00,2023-08-12T19:00:00,9015,182.0,144.86,37.14
2023-03-23,BRU,TFS,HV,2023-08-12T07:00:00,2023-08-12T10:30:00,9061,200.0,162.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-13T07:30:00,2023-08-13T09:25:00,9007,109.0,71.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-13T18:40:00,2023-08-13T21:05:00,9121,125.0,87.86,37.14
2023-03-23,BRU,IBZ,HV,2023-08-13T15:30:00,2023-08-13T17:55:00,9009,100.0,62.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-13T17:05:00,2023-08-13T19:55:00,9033,97.0,59.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-14T07:15:00,2023-08-14T09:10:00,9021,97.0,59.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-14T18:25:00,2023-08-14T20:50:00,9121,125.0,87.86,37.14
2023-03-23,BRU,IBZ,HV,2023-08-14T15:35:00,2023-08-14T18:00:00,9009,88.0,50.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-14T07:30:00,2023-08-14T10:20:00,9033,122.0,84.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-15T07:20:00,2023-08-15T09:15:00,9007,68.0,30.86,37.14
2023-03-23,BRU,HER,HV,2023-08-15T07:15:00,2023-08-15T11:40:00,9211,161.0,123.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-15T16:10:00,2023-08-15T18:40:00,9005,125.0,87.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-15T15:55:00,2023-08-15T18:45:00,9033,87.0,49.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-16T16:20:00,2023-08-16T18:45:00,9005,101.0,63.86,37.14
2023-03-23,BRU,IBZ,HV,2023-08-16T06:30:00,2023-08-16T08:55:00,9009,76.0,38.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-16T17:05:00,2023-08-16T19:55:00,9031,78.0,40.86,37.14
2023-03-23,BRU,TFS,HV,2023-08-16T06:30:00,2023-08-16T10:00:00,9061,185.0,147.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-17T07:40:00,2023-08-17T09:35:00,9007,87.0,49.86,37.14
2023-03-23,BRU,HER,HV,2023-08-17T15:55:00,2023-08-17T20:20:00,9211,117.0,79.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-17T06:35:00,2023-08-17T09:05:00,9003,101.0,63.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-17T16:45:00,2023-08-17T19:35:00,9033,97.0,59.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-18T07:10:00,2023-08-18T09:05:00,9007,68.0,30.86,37.14
2023-03-23,BRU,IBZ,HV,2023-08-18T16:50:00,2023-08-18T19:15:00,9023,66.0,28.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-18T16:00:00,2023-08-18T18:50:00,9033,109.0,71.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-19T17:05:00,2023-08-19T19:00:00,9011,54.0,16.86,37.14
2023-03-23,BRU,HER,HV,2023-08-19T06:35:00,2023-08-19T11:00:00,9209,161.0,123.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-19T16:30:00,2023-08-19T19:00:00,9015,82.0,44.86,37.14
2023-03-23,BRU,TFS,HV,2023-08-19T07:00:00,2023-08-19T10:30:00,9061,170.0,132.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-20T07:30:00,2023-08-20T09:25:00,9007,68.0,30.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-20T18:40:00,2023-08-20T21:05:00,9121,91.0,53.86,37.14
2023-03-23,BRU,IBZ,HV,2023-08-20T15:30:00,2023-08-20T17:55:00,9009,88.0,50.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-20T17:05:00,2023-08-20T19:55:00,9033,87.0,49.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-21T07:15:00,2023-08-21T09:10:00,9021,87.0,49.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-21T18:25:00,2023-08-21T20:50:00,9121,82.0,44.86,37.14
2023-03-23,BRU,IBZ,HV,2023-08-21T15:35:00,2023-08-21T18:00:00,9009,66.0,28.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-21T07:30:00,2023-08-21T10:20:00,9033,87.0,49.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-22T07:20:00,2023-08-22T09:15:00,9007,54.0,16.86,37.14
2023-03-23,BRU,HER,HV,2023-08-22T07:15:00,2023-08-22T11:40:00,9211,175.0,137.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-22T16:10:00,2023-08-22T18:40:00,9005,91.0,53.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-22T15:55:00,2023-08-22T18:45:00,9033,54.0,16.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-23T16:20:00,2023-08-23T18:45:00,9005,82.0,44.86,37.14
2023-03-23,BRU,IBZ,HV,2023-08-23T06:30:00,2023-08-23T08:55:00,9009,100.0,62.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-23T17:05:00,2023-08-23T19:55:00,9031,54.0,16.86,37.14
2023-03-23,BRU,TFS,HV,2023-08-23T06:30:00,2023-08-23T10:00:00,9061,85.0,47.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-24T07:40:00,2023-08-24T09:35:00,9007,68.0,30.86,37.14
2023-03-23,BRU,HER,HV,2023-08-24T15:55:00,2023-08-24T20:20:00,9211,65.0,27.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-24T06:35:00,2023-08-24T09:05:00,9003,65.0,27.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-24T16:45:00,2023-08-24T19:35:00,9033,61.0,23.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-25T07:10:00,2023-08-25T09:05:00,9007,54.0,16.86,37.14
2023-03-23,BRU,IBZ,HV,2023-08-25T16:50:00,2023-08-25T19:15:00,9023,66.0,28.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-25T16:00:00,2023-08-25T18:50:00,9033,61.0,23.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-26T17:05:00,2023-08-26T19:00:00,9011,49.0,11.86,37.14
2023-03-23,BRU,HER,HV,2023-08-26T06:35:00,2023-08-26T11:00:00,9209,104.0,66.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-26T16:30:00,2023-08-26T19:00:00,9015,73.0,35.86,37.14
2023-03-23,BRU,TFS,HV,2023-08-26T07:00:00,2023-08-26T10:30:00,9061,79.0,41.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-27T07:30:00,2023-08-27T09:25:00,9007,61.0,23.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-27T18:40:00,2023-08-27T21:05:00,9121,65.0,27.86,37.14
2023-03-23,BRU,IBZ,HV,2023-08-27T15:30:00,2023-08-27T17:55:00,9009,44.0,6.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-27T17:05:00,2023-08-27T19:55:00,9033,54.0,16.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-28T15:40:00,2023-08-28T17:35:00,9007,54.0,16.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-28T07:30:00,2023-08-28T09:55:00,9121,59.0,21.86,37.14
2023-03-23,BRU,IBZ,HV,2023-08-28T06:30:00,2023-08-28T08:55:00,9009,50.0,12.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-29T07:30:00,2023-08-29T09:25:00,9007,44.0,6.86,37.14
2023-03-23,BRU,HER,HV,2023-08-29T07:15:00,2023-08-29T11:40:00,9211,104.0,66.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-29T17:25:00,2023-08-29T19:55:00,9003,59.0,21.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-29T15:25:00,2023-08-29T18:15:00,9033,44.0,6.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-30T16:05:00,2023-08-30T18:35:00,9003,82.0,44.86,37.14
2023-03-23,BRU,IBZ,HV,2023-08-30T06:30:00,2023-08-30T08:55:00,9009,66.0,28.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-30T17:05:00,2023-08-30T19:55:00,9031,44.0,6.86,37.14
2023-03-23,BRU,TFS,HV,2023-08-30T06:30:00,2023-08-30T10:00:00,9061,139.0,101.86,37.14
2023-03-23,BRU,FAO,HV,2023-08-31T16:45:00,2023-08-31T18:40:00,9007,109.0,71.86,37.14
2023-03-23,BRU,ALC,HV,2023-08-31T06:50:00,2023-08-31T09:15:00,9003,91.0,53.86,37.14
2023-03-23,BRU,AGP,HV,2023-08-31T07:30:00,2023-08-31T10:20:00,9033,61.0,23.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-01T07:15:00,2023-09-01T09:10:00,9007,122.0,84.86,37.14
2023-03-23,BRU,IBZ,HV,2023-09-01T16:50:00,2023-09-01T19:15:00,9009,100.0,62.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-01T16:15:00,2023-09-01T19:05:00,9033,87.0,49.86,37.14
2023-03-23,BRU,HER,HV,2023-09-02T06:35:00,2023-09-02T11:00:00,9209,161.0,123.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-02T16:20:00,2023-09-02T18:50:00,9003,112.0,74.86,37.14
2023-03-23,BRU,IBZ,HV,2023-09-02T17:40:00,2023-09-02T20:05:00,9013,76.0,38.86,37.14
2023-03-23,BRU,TFS,HV,2023-09-02T06:30:00,2023-09-02T10:00:00,9061,170.0,132.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-03T07:25:00,2023-09-03T09:20:00,9007,122.0,84.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-03T17:25:00,2023-09-03T19:55:00,9003,82.0,44.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-03T15:20:00,2023-09-03T18:10:00,9033,78.0,40.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-04T15:40:00,2023-09-04T17:35:00,9007,109.0,71.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-04T07:30:00,2023-09-04T09:55:00,9121,82.0,44.86,37.14
2023-03-23,BRU,IBZ,HV,2023-09-04T06:30:00,2023-09-04T08:55:00,9009,163.0,125.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-05T07:30:00,2023-09-05T09:25:00,9007,61.0,23.86,37.14
2023-03-23,BRU,HER,HV,2023-09-05T07:15:00,2023-09-05T11:40:00,9211,175.0,137.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-05T17:25:00,2023-09-05T19:55:00,9003,91.0,53.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-05T15:25:00,2023-09-05T18:15:00,9033,68.0,30.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-06T16:05:00,2023-09-06T18:35:00,9003,101.0,63.86,37.14
2023-03-23,BRU,IBZ,HV,2023-09-06T06:30:00,2023-09-06T08:55:00,9009,182.0,144.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-06T17:05:00,2023-09-06T19:55:00,9031,49.0,11.86,37.14
2023-03-23,BRU,TFS,HV,2023-09-06T06:30:00,2023-09-06T10:00:00,9061,139.0,101.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-07T16:45:00,2023-09-07T18:40:00,9007,135.0,97.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-07T06:50:00,2023-09-07T09:15:00,9003,73.0,35.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-07T07:30:00,2023-09-07T10:20:00,9033,97.0,59.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-08T07:15:00,2023-09-08T09:10:00,9007,97.0,59.86,37.14
2023-03-23,BRU,IBZ,HV,2023-09-08T16:50:00,2023-09-08T19:15:00,9009,129.0,91.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-08T16:15:00,2023-09-08T19:05:00,9033,78.0,40.86,37.14
2023-03-23,BRU,HER,HV,2023-09-09T06:35:00,2023-09-09T11:00:00,9209,175.0,137.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-09T16:20:00,2023-09-09T18:50:00,9003,101.0,63.86,37.14
2023-03-23,BRU,IBZ,HV,2023-09-09T17:40:00,2023-09-09T20:05:00,9013,100.0,62.86,37.14
2023-03-23,BRU,TFS,HV,2023-09-09T06:30:00,2023-09-09T10:00:00,9061,170.0,132.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-10T07:25:00,2023-09-10T09:20:00,9007,97.0,59.86,37.14
