scrapeDate,departureAirportCode,departureAirportName,departureCountryCode,arrivalAirportCode,arrivalAirportName,arrivalCountryCode,duration,aantalTussenstops,availableSeats,flightNumber,carrierCode,carrierName,departureDate,departureTime,arrivalDate,arrivalTime,totalPrice,taxIncludedInPrice
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,05:10,1,9,SN5587,SN,BRUSSELS AIRLINES,2023-04-08,07:00:00+02:00,2023-04-08,12:10:00+02:00,542.67,150.67
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:50,0,4,SN3733,SN,BRUSSELS AIRLINES,2023-04-09,06:00:00+02:00,2023-04-09,08:50:00+02:00,344.14,82.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,05:10,1,1,SN5587,SN,BRUSSELS AIRLINES,2023-04-09,07:00:00+02:00,2023-04-09,12:10:00+02:00,412.67,150.67
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:50,0,9,SN3735,SN,BRUSSELS AIRLINES,2023-04-09,09:35:00+02:00,2023-04-09,12:25:00+02:00,474.14,82.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:55,0,9,SN3737,SN,BRUSSELS AIRLINES,2023-04-09,16:25:00+02:00,2023-04-09,19:20:00+02:00,474.14,82.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,06:45,1,9,SN5629,SN,BRUSSELS AIRLINES,2023-04-09,06:55:00+02:00,2023-04-09,13:40:00+02:00,535.58,143.58
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,10:55,1,8,SN5629,SN,BRUSSELS AIRLINES,2023-04-09,06:55:00+02:00,2023-04-09,17:50:00+02:00,535.58,143.58
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,06:05,1,9,SN8172,SN,CITYJET FOR BRUSSELS AIRLINES,2023-04-09,06:50:00+02:00,2023-04-09,12:55:00+02:00,540.38,148.38
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:55,0,7,SN3737,SN,BRUSSELS AIRLINES,2023-04-10,16:25:00+02:00,2023-04-10,19:20:00+02:00,344.14,82.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,06:05,1,9,SN8172,SN,BRUSSELS AIRLINES,2023-04-10,06:50:00+02:00,2023-04-10,12:55:00+02:00,410.38,148.38
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:50,0,9,SN3735,SN,BRUSSELS AIRLINES,2023-04-10,11:55:00+02:00,2023-04-10,14:45:00+02:00,474.14,82.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,05:55,1,7,SN4545,SN,BRUSSELS AIRLINES,2023-04-10,06:55:00+02:00,2023-04-10,12:50:00+02:00,535.25,143.25
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,08:15,1,9,SN4545,SN,BRUSSELS AIRLINES,2023-04-10,06:55:00+02:00,2023-04-10,15:10:00+02:00,535.25,143.25
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,08:15,1,9,SN5625,SN,BRUSSELS AIRLINES,2023-04-10,09:35:00+02:00,2023-04-10,17:50:00+02:00,665.58,143.58
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,05:10,1,9,SN5587,SN,BRUSSELS AIRLINES,2023-04-10,07:00:00+02:00,2023-04-10,12:10:00+02:00,672.67,150.67
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,05:55,1,7,SN4545,SN,BRUSSELS AIRLINES,2023-04-11,06:55:00+02:00,2023-04-11,12:50:00+02:00,405.25,143.25
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,06:05,1,5,SN8172,SN,BRUSSELS AIRLINES,2023-04-11,06:50:00+02:00,2023-04-11,12:55:00+02:00,410.38,148.38
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:50,0,9,SN3735,SN,BRUSSELS AIRLINES,2023-04-11,11:55:00+02:00,2023-04-11,14:45:00+02:00,474.14,82.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:55,0,9,SN3737,SN,BRUSSELS AIRLINES,2023-04-11,16:25:00+02:00,2023-04-11,19:20:00+02:00,474.14,82.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,08:15,1,9,SN4545,SN,BRUSSELS AIRLINES,2023-04-11,06:55:00+02:00,2023-04-11,15:10:00+02:00,535.25,143.25
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,06:40,1,9,SN5629,SN,BRUSSELS AIRLINES,2023-04-11,06:55:00+02:00,2023-04-11,13:35:00+02:00,535.58,143.58
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,05:10,1,9,SN5587,SN,BRUSSELS AIRLINES,2023-04-11,07:00:00+02:00,2023-04-11,12:10:00+02:00,672.67,150.67
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:55,0,9,SN3737,SN,BRUSSELS AIRLINES,2023-04-12,16:25:00+02:00,2023-04-12,19:20:00+02:00,279.14,82.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:50,0,9,SN3735,SN,BRUSSELS AIRLINES,2023-04-12,11:55:00+02:00,2023-04-12,14:45:00+02:00,344.14,82.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,05:55,1,9,SN4545,SN,BRUSSELS AIRLINES,2023-04-12,06:55:00+02:00,2023-04-12,12:50:00+02:00,405.25,143.25
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,08:15,1,9,SN4545,SN,BRUSSELS AIRLINES,2023-04-12,06:55:00+02:00,2023-04-12,15:10:00+02:00,405.25,143.25
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,06:45,1,9,SN5629,SN,BRUSSELS AIRLINES,2023-04-12,06:55:00+02:00,2023-04-12,13:40:00+02:00,405.58,143.58
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,06:05,1,4,SN8172,SN,BRUSSELS AIRLINES,2023-04-12,06:50:00+02:00,2023-04-12,12:55:00+02:00,410.38,148.38
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,05:10,1,9,SN5587,SN,BRUSSELS AIRLINES,2023-04-12,07:00:00+02:00,2023-04-12,12:10:00+02:00,542.67,150.67
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:50,0,7,SN3735,SN,BRUSSELS AIRLINES,2023-04-13,11:55:00+02:00,2023-04-13,14:45:00+02:00,279.14,82.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:55,0,9,SN3737,SN,BRUSSELS AIRLINES,2023-04-13,16:25:00+02:00,2023-04-13,19:20:00+02:00,279.14,82.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,05:55,1,9,SN4545,SN,BRUSSELS AIRLINES,2023-04-13,06:55:00+02:00,2023-04-13,12:50:00+02:00,405.25,143.25
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,08:15,1,9,SN4545,SN,BRUSSELS AIRLINES,2023-04-13,06:55:00+02:00,2023-04-13,15:10:00+02:00,405.25,143.25
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,05:10,1,9,SN5587,SN,BRUSSELS AIRLINES,2023-04-13,07:00:00+02:00,2023-04-13,12:10:00+02:00,412.67,150.67
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,08:15,1,9,SN5625,SN,BRUSSELS AIRLINES,2023-04-13,09:35:00+02:00,2023-04-13,17:50:00+02:00,535.58,143.58
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,06:05,1,9,SN8172,SN,BRUSSELS AIRLINES,2023-04-13,06:50:00+02:00,2023-04-13,12:55:00+02:00,540.38,148.38
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:55,0,9,SN3737,SN,BRUSSELS AIRLINES,2023-04-14,16:25:00+02:00,2023-04-14,19:20:00+02:00,240.14,76.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,05:55,1,9,SN4545,SN,BRUSSELS AIRLINES,2023-04-14,06:55:00+02:00,2023-04-14,12:50:00+02:00,340.25,143.25
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:50,0,3,SN3735,SN,BRUSSELS AIRLINES,2023-04-14,06:00:00+02:00,2023-04-14,08:50:00+02:00,344.14,82.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,08:15,1,9,SN4545,SN,BRUSSELS AIRLINES,2023-04-14,06:55:00+02:00,2023-04-14,15:10:00+02:00,405.25,143.25
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,06:45,1,9,SN5629,SN,BRUSSELS AIRLINES,2023-04-14,06:55:00+02:00,2023-04-14,13:40:00+02:00,405.58,143.58
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,06:05,1,6,SN8172,SN,BRUSSELS AIRLINES,2023-04-14,06:50:00+02:00,2023-04-14,12:55:00+02:00,410.38,148.38
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,05:10,1,9,SN5587,SN,BRUSSELS AIRLINES,2023-04-14,07:00:00+02:00,2023-04-14,12:10:00+02:00,542.67,150.67
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,05:35,1,5,SN4551,SN,BRUSSELS AIRLINES,2023-04-14,06:20:00+02:00,2023-04-14,11:55:00+02:00,544.51,152.51
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:50,0,7,SN3733,SN,BRUSSELS AIRLINES,2023-04-15,06:00:00+02:00,2023-04-15,08:50:00+02:00,175.14,63.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:50,0,5,SN3735,SN,BRUSSELS AIRLINES,2023-04-15,11:55:00+02:00,2023-04-15,14:45:00+02:00,240.14,76.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:55,0,8,SN3737,SN,BRUSSELS AIRLINES,2023-04-15,16:25:00+02:00,2023-04-15,19:20:00+02:00,240.14,76.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,06:45,1,3,SN5629,SN,BRUSSELS AIRLINES,2023-04-15,06:55:00+02:00,2023-04-15,13:40:00+02:00,340.58,143.58
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,05:10,1,4,SN5587,SN,BRUSSELS AIRLINES,2023-04-15,07:00:00+02:00,2023-04-15,12:10:00+02:00,347.67,150.67
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,11:10,1,9,SN8172,SN,CITYJET FOR BRUSSELS AIRLINES,2023-04-15,06:50:00+02:00,2023-04-15,18:00:00+02:00,540.38,148.38
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:50,0,7,SN3733,SN,BRUSSELS AIRLINES,2023-04-16,06:00:00+02:00,2023-04-16,08:50:00+02:00,240.14,76.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:55,0,7,SN3737,SN,BRUSSELS AIRLINES,2023-04-16,16:25:00+02:00,2023-04-16,19:20:00+02:00,240.14,76.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:50,0,7,SN3735,SN,BRUSSELS AIRLINES,2023-04-16,09:35:00+02:00,2023-04-16,12:25:00+02:00,279.14,82.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,05:10,1,7,SN5587,SN,BRUSSELS AIRLINES,2023-04-16,07:00:00+02:00,2023-04-16,12:10:00+02:00,302.67,138.67
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,10:00,1,7,SN5587,SN,BRUSSELS AIRLINES,2023-04-16,07:00:00+02:00,2023-04-16,17:00:00+02:00,302.67,138.67
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,10:55,1,2,SN5629,SN,BRUSSELS AIRLINES,2023-04-16,06:55:00+02:00,2023-04-16,17:50:00+02:00,405.58,143.58
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,06:45,1,8,SN5629,SN,BRUSSELS AIRLINES,2023-04-16,06:55:00+02:00,2023-04-16,13:40:00+02:00,535.58,143.58
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,07:30,1,1,SN4551,SN,BRUSSELS AIRLINES,2023-04-16,06:20:00+02:00,2023-04-16,13:50:00+02:00,544.51,152.51
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:55,0,9,SN3737,SN,BRUSSELS AIRLINES,2023-04-17,16:25:00+02:00,2023-04-17,19:20:00+02:00,240.14,76.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,08:15,1,7,SN4545,SN,BRUSSELS AIRLINES,2023-04-17,06:55:00+02:00,2023-04-17,15:10:00+02:00,295.25,131.25
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,05:55,1,9,SN4545,SN,BRUSSELS AIRLINES,2023-04-17,06:55:00+02:00,2023-04-17,12:50:00+02:00,340.25,143.25
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,02:50,0,9,SN3735,SN,BRUSSELS AIRLINES,2023-04-17,11:55:00+02:00,2023-04-17,14:45:00+02:00,344.14,82.14
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,08:15,1,3,SN5625,SN,BRUSSELS AIRLINES,2023-04-17,09:35:00+02:00,2023-04-17,17:50:00+02:00,405.58,143.58
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,06:05,1,9,SN8172,SN,BRUSSELS AIRLINES,2023-04-17,06:50:00+02:00,2023-04-17,12:55:00+02:00,410.38,148.38
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,05:10,1,2,SN5587,SN,BRUSSELS AIRLINES,2023-04-17,07:00:00+02:00,2023-04-17,12:10:00+02:00,412.67,150.67
2023-03-30,BRU,BRUSSELS AIRPORT,BE,AGP,MALAGA AIRPORT,ES,05:55,1,9,SN4545,SN,BRUSSELS AIRLINES,2023-04-18,06:55:00+02:00,2023-04-18,12:50:00+02:00,217.25,105.25
