scrapeDate,departureAirportCode,departureAirportName,departureCountryCode,arrivalAirportCode,arrivalAirportName,arrivalCountryCode,duration,aantalTussenstops,availableSeats,flightNumber,carrierCode,carrierName,departureDate,departureTime,arrivalDate,arrivalTime,totalPrice,taxIncludedInPrice
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,18:20,2,9,SN5589,SN,BRUSSELS AIRLINES,2023-04-29,19:15:00+02:00,2023-04-30,14:35:00+03:00,752.32,218.32
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,02:45,0,9,SN3259,SN,BRUSSELS AIRLINES,2023-04-30,07:00:00+02:00,2023-04-30,10:45:00+03:00,265.14,76.14
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,06:40,1,7,SN5629,SN,BRUSSELS AIRLINES,2023-04-30,06:55:00+02:00,2023-04-30,14:35:00+03:00,580.58,143.58
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,09:35,2,1,SN4551,SN,BRUSSELS AIRLINES,2023-05-03,06:20:00+02:00,2023-05-03,16:55:00+03:00,414.69,195.69
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,12:35,2,5,SN5631,SN,BRUSSELS AIRLINES,2023-05-04,19:00:00+02:00,2023-05-05,08:35:00+03:00,332.32,173.32
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,12:20,1,9,SN5589,SN,BRUSSELS AIRLINES,2023-05-04,19:15:00+02:00,2023-05-05,08:35:00+03:00,333.88,144.88
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,12:20,1,3,SN5589,SN,BRUSSELS AIRLINES,2023-05-06,19:15:00+02:00,2023-05-07,08:35:00+03:00,207.88,100.88
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,18:20,2,4,SN5589,SN,BRUSSELS AIRLINES,2023-05-06,19:15:00+02:00,2023-05-07,14:35:00+03:00,557.32,218.32
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,18:20,2,9,SN5589,SN,BRUSSELS AIRLINES,2023-05-06,19:15:00+02:00,2023-05-07,14:35:00+03:00,655.32,218.32
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,05:40,1,9,SN5629,SN,BRUSSELS AIRLINES,2023-05-06,06:55:00+02:00,2023-05-06,13:35:00+03:00,677.58,143.58
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,02:45,0,9,SN3259,SN,BRUSSELS AIRLINES,2023-05-07,07:00:00+02:00,2023-05-07,10:45:00+03:00,161.14,54.14
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,06:40,1,4,SN5629,SN,BRUSSELS AIRLINES,2023-05-07,06:55:00+02:00,2023-05-07,14:35:00+03:00,482.58,143.58
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,09:05,1,9,SN4545,SN,BRUSSELS AIRLINES,2023-05-10,06:55:00+02:00,2023-05-10,17:00:00+03:00,302.28,113.28
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,09:40,2,9,SN4551,SN,BRUSSELS AIRLINES,2023-05-10,06:20:00+02:00,2023-05-10,17:00:00+03:00,357.69,168.69
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,12:20,1,3,SN5589,SN,BRUSSELS AIRLINES,2023-05-11,19:15:00+02:00,2023-05-12,08:35:00+03:00,242.88,118.88
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,12:35,2,1,SN5631,SN,BRUSSELS AIRLINES,2023-05-11,19:00:00+02:00,2023-05-12,08:35:00+03:00,285.32,161.32
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,12:20,1,6,SN5589,SN,BRUSSELS AIRLINES,2023-05-13,19:15:00+02:00,2023-05-14,08:35:00+03:00,147.88,84.88
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,05:40,1,1,SN5629,SN,BRUSSELS AIRLINES,2023-05-13,06:55:00+02:00,2023-05-13,13:35:00+03:00,272.58,113.58
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,18:20,2,9,SN5589,SN,BRUSSELS AIRLINES,2023-05-13,19:15:00+02:00,2023-05-14,14:35:00+03:00,453.32,218.32
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,18:20,2,9,SN5589,SN,BRUSSELS AIRLINES,2023-05-13,19:15:00+02:00,2023-05-14,14:35:00+03:00,557.32,218.32
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,02:45,0,9,SN3259,SN,BRUSSELS AIRLINES,2023-05-14,07:00:00+02:00,2023-05-14,10:45:00+03:00,317.14,82.14
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,06:40,1,7,SN5629,SN,BRUSSELS AIRLINES,2023-05-14,06:55:00+02:00,2023-05-14,14:35:00+03:00,378.58,143.58
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,07:20,1,9,SN8172,SN,BRUSSELS AIRLINES,2023-05-17,06:50:00+02:00,2023-05-17,15:10:00+03:00,487.38,148.38
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,08:20,1,9,SN4545,SN,BRUSSELS AIRLINES,2023-05-17,06:55:00+02:00,2023-05-17,16:15:00+03:00,512.28,143.28
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,12:35,2,1,SN5631,SN,BRUSSELS AIRLINES,2023-05-18,19:00:00+02:00,2023-05-19,08:35:00+03:00,241.32,134.32
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,12:20,1,9,SN5589,SN,BRUSSELS AIRLINES,2023-05-18,19:15:00+02:00,2023-05-19,08:35:00+03:00,242.88,118.88
2023-03-22,BRU,BRUSSELS AIRPORT,BE,CFU,IOANNIS KAPODISTRIAS,GR,02:45,0,9,SN3259,SN,BRUSSELS AIRLINES,2023-05-18,12:00:00+02:00,2023-05-18,15:45:00+03:00,421.14,82.14
