scrapeDate,flightNumber,departureAirportCode,departureAirportName,arrivalAirportCode,arrivalAirportName,departureDate,arrivalDate,carrierName,duration_formatted,price,originalPrice,hasDiscount,hasPromoDiscount,discountAmount,fareType,availableSeats
2023-03-16,FR 7831,CRL,Brussels (Charleroi),PMI,Mallorca,2023-05-02T06:35:00.000,2023-05-02T08:45:00.000,Ryanair,02:10,94.99,94.99,False,False,0.0,ADT,5
2023-03-16,FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-05-02T07:15:00.000,2023-05-02T10:50:00.000,Ryanair,04:35,205.51,211.99,True,False,6.48,ADT,1
2023-03-16,FR 2923,BRU,Brussels,AGP,Malaga,2023-05-03T10:05:00.000,2023-05-03T13:00:00.000,Ryanair,02:55,142.21,146.99,True,False,4.78,ADT,-1
2023-03-16,FR 2915,BRU,Brussels,PMI,Mallorca,2023-05-03T17:25:00.000,2023-05-03T19:40:00.000,Ryanair,02:15,71.49,71.49,False,False,0.0,ADT,4
2023-03-16,FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-05-03T13:10:00.000,2023-05-03T17:45:00.000,Ryanair,03:35,196.63,202.99,True,False,6.36,ADT,-1
2023-03-16,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-05-03T16:35:00.000,2023-05-03T18:50:00.000,Ryanair,02:15,97.34,99.99,True,False,2.65,ADT,-1
2023-03-16,FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-05-03T09:25:00.000,2023-05-03T11:55:00.000,Malta Air,02:30,101.99,206.99,True,False,105.0,ADT,-1
2023-03-16,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-05-03T12:25:00.000,2023-05-03T14:20:00.000,Ryanair,02:55,115.74,120.99,True,False,5.25,ADT,5
2023-03-16,FR 6312,CRL,Brussels (Charleroi),FAO,Faro,2023-05-03T16:20:00.000,2023-05-03T18:15:00.000,Ryanair,02:55,101.39,101.39,False,False,0.0,ADT,2
2023-03-16,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-03T10:00:00.000,2023-05-03T12:25:00.000,Ryanair,02:25,203.99,203.99,False,False,0.0,ADT,-1
2023-03-16,FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-03T14:45:00.000,2023-05-03T17:10:00.000,Ryanair,02:25,154.09,154.09,False,False,0.0,ADT,3
2023-03-16,FR 6063,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-03T21:55:00.000,2023-05-04T00:20:00.000,Ryanair,02:25,148.81,148.81,False,False,0.0,ADT,-1
2023-03-16,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-03T06:45:00.000,2023-05-03T09:30:00.000,Ryanair,02:45,153.99,160.99,True,False,7.0,ADT,-1
2023-03-16,FR 7831,CRL,Brussels (Charleroi),PMI,Mallorca,2023-05-03T06:55:00.000,2023-05-03T09:05:00.000,Ryanair,02:10,99.8,99.8,False,False,0.0,ADT,2
2023-03-16,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-05-04T06:25:00.000,2023-05-04T08:40:00.000,Ryanair,02:15,72.79,74.99,True,False,2.2,ADT,5
2023-03-16,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-05-04T11:25:00.000,2023-05-04T13:20:00.000,Ryanair,02:55,102.29,104.99,True,False,2.7,ADT,5
2023-03-16,FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-04T09:00:00.000,2023-05-04T11:25:00.000,Ryanair,02:25,155.39,160.99,True,False,5.6,ADT,-1
2023-03-16,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-04T15:05:00.000,2023-05-04T17:30:00.000,Ryanair,02:25,153.99,160.99,True,False,7.0,ADT,-1
2023-03-16,FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-05-04T10:20:00.000,2023-05-04T12:45:00.000,Ryanair,02:25,111.87,115.99,True,False,4.12,ADT,5
2023-03-16,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-04T17:30:00.000,2023-05-04T20:15:00.000,Ryanair,02:45,152.92,152.92,False,False,0.0,ADT,-1
2023-03-16,FR 7831,CRL,Brussels (Charleroi),PMI,Mallorca,2023-05-04T17:45:00.000,2023-05-04T19:55:00.000,Lauda Europe,02:10,84.59,90.99,True,False,6.4,ADT,1
2023-03-16,FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-05-04T20:00:00.000,2023-05-04T23:35:00.000,Ryanair,04:35,156.72,162.99,True,False,6.27,ADT,-1
2023-03-16,FR 2915,BRU,Brussels,PMI,Mallorca,2023-05-05T11:00:00.000,2023-05-05T13:15:00.000,Ryanair,02:15,207.79,214.99,True,False,7.2,ADT,-1
2023-03-16,FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-05-05T07:55:00.000,2023-05-05T12:30:00.000,Ryanair,03:35,115.16,117.99,True,False,2.83,ADT,4
2023-03-16,FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-05-05T07:00:00.000,2023-05-05T09:25:00.000,Ryanair,02:25,133.57,133.57,False,False,0.0,ADT,4
2023-03-16,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-05-05T09:10:00.000,2023-05-05T11:25:00.000,Malta Air,02:15,195.17,195.17,False,False,0.0,ADT,-1
2023-03-16,FR 1310,CRL,Brussels (Charleroi),NAP,Naples,2023-05-05T20:00:00.000,2023-05-05T22:15:00.000,Malta Air,02:15,59.51,64.99,True,False,5.48,ADT,-1
2023-03-16,FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-05-05T16:35:00.000,2023-05-05T19:05:00.000,Ryanair,02:30,97.99,154.99,True,False,57.0,ADT,-1
2023-03-16,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-05-05T07:05:00.000,2023-05-05T09:00:00.000,Ryanair,02:55,101.39,101.39,False,False,0.0,ADT,1
2023-03-16,FR 6312,CRL,Brussels (Charleroi),FAO,Faro,2023-05-05T17:30:00.000,2023-05-05T19:25:00.000,Ryanair,02:55,73.24,73.24,False,False,0.0,ADT,2
2023-03-16,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-05T09:45:00.000,2023-05-05T12:10:00.000,Ryanair,02:25,145.87,145.87,False,False,0.0,ADT,4
2023-03-16,FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-05T17:20:00.000,2023-05-05T19:45:00.000,Ryanair,02:25,153.99,160.99,True,False,7.0,ADT,3
2023-03-16,FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-05-05T16:15:00.000,2023-05-05T18:40:00.000,Ryanair,02:25,124.75,133.99,True,False,9.24,ADT,3
2023-03-16,FR 1928,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-05T10:00:00.000,2023-05-05T12:45:00.000,Ryanair,02:45,177.79,177.79,False,False,0.0,ADT,4
2023-03-16,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-05T20:55:00.000,2023-05-05T23:40:00.000,Ryanair,02:45,97.79,104.99,True,False,7.2,ADT,-1
2023-03-16,FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-05-05T06:30:00.000,2023-05-05T10:05:00.000,Ryanair,04:35,117.31,124.99,True,False,7.68,ADT,-1
2023-03-16,FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-05-06T08:10:00.000,2023-05-06T12:35:00.000,Ryanair,03:25,265.03,265.03,False,False,0.0,ADT,3
2023-03-16,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-05-06T07:45:00.000,2023-05-06T10:00:00.000,Ryanair,02:15,96.2,96.2,False,False,0.0,ADT,1
2023-03-16,FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-05-06T21:30:00.000,2023-05-06T23:59:00.000,Malta Air,02:29,77.99,77.99,False,False,0.0,ADT,1
2023-03-16,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-05-06T11:05:00.000,2023-05-06T13:00:00.000,Ryanair,02:55,114.89,114.89,False,False,0.0,ADT,1
2023-03-16,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-06T15:50:00.000,2023-05-06T18:15:00.000,Ryanair,02:25,135.29,139.99,True,False,4.7,ADT,-1
2023-03-16,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-06T13:35:00.000,2023-05-06T16:20:00.000,Ryanair,02:45,156.79,160.99,True,False,4.2,ADT,3
2023-03-16,FR 7831,CRL,Brussels (Charleroi),PMI,Mallorca,2023-05-06T17:20:00.000,2023-05-06T19:30:00.000,Ryanair,02:10,133.59,133.59,False,False,0.0,ADT,-1
2023-03-16,FR 2923,BRU,Brussels,AGP,Malaga,2023-05-07T09:55:00.000,2023-05-07T12:50:00.000,Ryanair,02:55,136.02,136.02,False,False,0.0,ADT,-1
2023-03-16,FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-05-07T17:00:00.000,2023-05-07T20:40:00.000,Ryanair,02:40,115.79,115.79,False,False,0.0,ADT,-1
2023-03-16,FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-05-07T17:30:00.000,2023-05-07T19:55:00.000,Ryanair,02:25,79.73,81.99,True,False,2.26,ADT,-1
2023-03-16,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-05-07T09:45:00.000,2023-05-07T12:00:00.000,Malta Air,02:15,109.73,109.73,False,False,0.0,ADT,5
2023-03-16,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-05-07T16:45:00.000,2023-05-07T18:40:00.000,Ryanair,02:55,53.99,58.99,True,False,5.0,ADT,2
2023-03-16,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-07T09:55:00.000,2023-05-07T12:20:00.000,Ryanair,02:25,117.84,120.99,True,False,3.15,ADT,-1
2023-03-16,FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-07T15:00:00.000,2023-05-07T17:25:00.000,Ryanair,02:25,115.74,120.99,True,False,5.25,ADT,-1
2023-03-16,FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-05-07T07:30:00.000,2023-05-07T09:55:00.000,Ryanair,02:25,95.41,95.41,False,False,0.0,ADT,1
2023-03-16,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-07T21:30:00.000,2023-05-08T00:15:00.000,Ryanair,02:45,76.74,78.99,True,False,2.25,ADT,-1
2023-03-16,FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-05-07T12:35:00.000,2023-05-07T16:10:00.000,Ryanair,04:35,150.44,162.99,True,False,12.55,ADT,-1
2023-03-16,FR 2923,BRU,Brussels,AGP,Malaga,2023-05-08T17:40:00.000,2023-05-08T20:30:00.000,Ryanair,02:50,103.11,103.11,False,False,0.0,ADT,3
2023-03-16,FR 2915,BRU,Brussels,PMI,Mallorca,2023-05-08T20:25:00.000,2023-05-08T22:40:00.000,Ryanair,02:15,43.57,44.99,True,False,1.42,ADT,-1
2023-03-16,FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-05-08T12:00:00.000,2023-05-08T16:35:00.000,Ryanair,03:35,149.42,149.42,False,False,0.0,ADT,4
2023-03-16,FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-05-08T20:55:00.000,2023-05-08T23:20:00.000,Malta Air,02:25,47.52,47.52,False,False,0.0,ADT,-1
2023-03-16,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-05-08T06:30:00.000,2023-05-08T08:45:00.000,Ryanair,02:15,62.7,62.7,False,False,0.0,ADT,-1
2023-03-16,FR 1310,CRL,Brussels (Charleroi),NAP,Naples,2023-05-08T09:30:00.000,2023-05-08T11:45:00.000,Malta Air,02:15,82.07,85.99,True,False,3.92,ADT,3
2023-03-16,FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-05-08T12:05:00.000,2023-05-08T14:35:00.000,Ryanair,02:30,95.99,154.99,True,False,59.0,ADT,1
2023-03-16,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-05-08T18:00:00.000,2023-05-08T19:55:00.000,Ryanair,02:55,50.69,50.69,False,False,0.0,ADT,4
2023-03-16,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-08T16:55:00.000,2023-05-08T19:20:00.000,Ryanair,02:25,115.79,115.79,False,False,0.0,ADT,-1
2023-03-16,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-08T19:20:00.000,2023-05-08T22:05:00.000,Ryanair,02:45,62.39,67.99,True,False,5.6,ADT,2
2023-03-16,FR 7831,CRL,Brussels (Charleroi),PMI,Mallorca,2023-05-08T08:55:00.000,2023-05-08T11:05:00.000,Ryanair,02:10,75.24,78.99,True,False,3.75,ADT,-1
2023-03-16,FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-05-09T07:20:00.000,2023-05-09T11:45:00.000,Ryanair,03:25,207.14,211.99,True,False,4.85,ADT,-1
2023-03-16,FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-05-09T17:20:00.000,2023-05-09T19:45:00.000,Ryanair,02:25,54.44,60.99,True,False,6.55,ADT,-1
2023-03-16,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-05-09T19:20:00.000,2023-05-09T21:35:00.000,Malta Air,02:15,49.89,55.99,True,False,6.1,ADT,-1
2023-03-16,FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-05-09T15:35:00.000,2023-05-09T18:05:00.000,Ryanair,02:30,79.99,85.99,True,False,6.0,ADT,2
2023-03-16,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-05-09T13:45:00.000,2023-05-09T15:40:00.000,Ryanair,02:55,55.12,55.12,False,False,0.0,ADT,-1
2023-03-16,FR 6312,CRL,Brussels (Charleroi),FAO,Faro,2023-05-09T16:45:00.000,2023-05-09T18:40:00.000,Ryanair,02:55,31.71,32.99,True,False,1.28,ADT,-1
2023-03-16,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-09T06:30:00.000,2023-05-09T08:55:00.000,Ryanair,02:25,102.29,104.99,True,False,2.7,ADT,-1
2023-03-16,FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-09T12:15:00.000,2023-05-09T14:40:00.000,Ryanair,02:25,99.8,99.8,False,False,0.0,ADT,-1
2023-03-16,FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-05-09T09:25:00.000,2023-05-09T11:50:00.000,Ryanair,02:25,82.07,85.99,True,False,3.92,ADT,1
2023-03-16,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-09T16:00:00.000,2023-05-09T18:45:00.000,Ryanair,02:45,57.59,57.59,False,False,0.0,ADT,-1
2023-03-16,FR 7831,CRL,Brussels (Charleroi),PMI,Mallorca,2023-05-09T06:35:00.000,2023-05-09T08:45:00.000,Ryanair,02:10,31.71,32.99,True,False,1.28,ADT,2
2023-03-16,FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-05-09T07:15:00.000,2023-05-09T10:50:00.000,Ryanair,04:35,147.64,147.64,False,False,0.0,ADT,5
2023-03-16,FR 2923,BRU,Brussels,AGP,Malaga,2023-05-10T10:05:00.000,2023-05-10T13:00:00.000,Ryanair,02:55,107.59,107.59,False,False,0.0,ADT,-1
2023-03-16,FR 2915,BRU,Brussels,PMI,Mallorca,2023-05-10T17:25:00.000,2023-05-10T19:40:00.000,Ryanair,02:15,87.24,87.24,False,False,0.0,ADT,-1
2023-03-16,FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-05-10T13:10:00.000,2023-05-10T17:45:00.000,Ryanair,03:35,113.27,117.99,True,False,4.72,ADT,-1
2023-03-16,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-05-10T16:35:00.000,2023-05-10T18:50:00.000,Ryanair,02:15,63.31,63.31,False,False,0.0,ADT,-1
2023-03-16,FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-05-10T09:25:00.000,2023-05-10T11:55:00.000,Malta Air,02:30,71.99,71.99,False,False,0.0,ADT,5
2023-03-16,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-05-10T12:25:00.000,2023-05-10T14:20:00.000,Ryanair,02:55,43.09,44.99,True,False,1.9,ADT,-1
2023-03-16,FR 6312,CRL,Brussels (Charleroi),FAO,Faro,2023-05-10T16:20:00.000,2023-05-10T18:15:00.000,Ryanair,02:55,31.39,32.99,True,False,1.6,ADT,-1
2023-03-16,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-10T10:00:00.000,2023-05-10T12:25:00.000,Ryanair,02:25,102.29,104.99,True,False,2.7,ADT,4
2023-03-16,FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-10T14:45:00.000,2023-05-10T17:10:00.000,Ryanair,02:25,115.79,115.79,False,False,0.0,ADT,-1
2023-03-16,FR 6063,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-10T21:55:00.000,2023-05-11T00:20:00.000,Ryanair,02:25,88.59,90.99,True,False,2.4,ADT,5
2023-03-16,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-10T06:45:00.000,2023-05-10T09:30:00.000,Ryanair,02:45,76.39,76.39,False,False,0.0,ADT,-1
2023-03-16,FR 7831,CRL,Brussels (Charleroi),PMI,Mallorca,2023-05-10T06:55:00.000,2023-05-10T09:05:00.000,Ryanair,02:10,63.68,63.68,False,False,0.0,ADT,5
2023-03-16,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-05-11T06:25:00.000,2023-05-11T08:40:00.000,Ryanair,02:15,52.01,52.01,False,False,0.0,ADT,3
2023-03-16,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-05-11T11:25:00.000,2023-05-11T13:20:00.000,Ryanair,02:55,73.24,73.24,False,False,0.0,ADT,-1
2023-03-16,FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-11T09:00:00.000,2023-05-11T11:25:00.000,Ryanair,02:25,101.39,104.99,True,False,3.6,ADT,-1
2023-03-16,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-11T15:05:00.000,2023-05-11T17:30:00.000,Ryanair,02:25,97.79,104.99,True,False,7.2,ADT,4
2023-03-16,FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-05-11T10:20:00.000,2023-05-11T12:45:00.000,Ryanair,02:25,109.73,109.73,False,False,0.0,ADT,-1
2023-03-16,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-11T17:30:00.000,2023-05-11T20:15:00.000,Ryanair,02:45,64.49,67.99,True,False,3.5,ADT,-1
2023-03-16,FR 7831,CRL,Brussels (Charleroi),PMI,Mallorca,2023-05-11T17:45:00.000,2023-05-11T19:55:00.000,Lauda Europe,02:10,66.49,66.49,False,False,0.0,ADT,-1
2023-03-16,FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-05-11T20:00:00.000,2023-05-11T23:35:00.000,Ryanair,04:35,89.69,89.69,False,False,0.0,ADT,1
2023-03-16,FR 2915,BRU,Brussels,PMI,Mallorca,2023-05-12T11:00:00.000,2023-05-12T13:15:00.000,Ryanair,02:15,136.47,139.99,True,False,3.52,ADT,-1
2023-03-16,FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-05-12T07:55:00.000,2023-05-12T12:30:00.000,Ryanair,03:35,220.49,220.49,False,False,0.0,ADT,5
2023-03-16,FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-05-12T07:00:00.000,2023-05-12T09:25:00.000,Ryanair,02:25,64.27,64.27,False,False,0.0,ADT,5
2023-03-16,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-05-12T09:10:00.000,2023-05-12T11:25:00.000,Malta Air,02:15,95.57,99.99,True,False,4.42,ADT,-1
2023-03-16,FR 1310,CRL,Brussels (Charleroi),NAP,Naples,2023-05-12T20:00:00.000,2023-05-12T22:15:00.000,Malta Air,02:15,43.71,47.99,True,False,4.28,ADT,-1
2023-03-16,FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-05-12T16:35:00.000,2023-05-12T19:05:00.000,Ryanair,02:30,140.99,206.99,True,False,66.0,ADT,5
2023-03-16,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-05-12T07:05:00.000,2023-05-12T09:00:00.000,Ryanair,02:55,77.09,77.09,False,False,0.0,ADT,1
2023-03-16,FR 6312,CRL,Brussels (Charleroi),FAO,Faro,2023-05-12T17:30:00.000,2023-05-12T19:25:00.000,Ryanair,02:55,75.99,78.99,True,False,3.0,ADT,1
2023-03-16,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-12T09:45:00.000,2023-05-12T12:10:00.000,Ryanair,02:25,117.84,120.99,True,False,3.15,ADT,-1
2023-03-16,FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-12T17:20:00.000,2023-05-12T19:45:00.000,Ryanair,02:25,134.64,134.64,False,False,0.0,ADT,4
2023-03-16,FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-05-12T16:15:00.000,2023-05-12T18:40:00.000,Ryanair,02:25,91.88,91.88,False,False,0.0,ADT,-1
2023-03-16,FR 1928,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-12T10:00:00.000,2023-05-12T12:45:00.000,Ryanair,02:45,102.29,104.99,True,False,2.7,ADT,-1
2023-03-16,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-12T20:55:00.000,2023-05-12T23:40:00.000,Ryanair,02:45,133.59,133.59,False,False,0.0,ADT,-1
2023-03-16,FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-05-12T06:30:00.000,2023-05-12T10:05:00.000,Ryanair,04:35,120.19,124.99,True,False,4.8,ADT,4
2023-03-16,FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-05-13T08:10:00.000,2023-05-13T12:35:00.000,Ryanair,03:25,178.05,178.05,False,False,0.0,ADT,1
2023-03-16,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-05-13T07:45:00.000,2023-05-13T10:00:00.000,Ryanair,02:15,68.42,68.42,False,False,0.0,ADT,4
2023-03-16,FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-05-13T21:30:00.000,2023-05-13T23:59:00.000,Malta Air,02:29,80.99,99.99,True,False,19.0,ADT,-1
2023-03-16,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-05-13T11:05:00.000,2023-05-13T13:00:00.000,Ryanair,02:55,130.59,139.99,True,False,9.4,ADT,5
2023-03-16,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-13T15:50:00.000,2023-05-13T18:15:00.000,Ryanair,02:25,178.49,185.99,True,False,7.5,ADT,-1
2023-03-16,FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-13T18:15:00.000,2023-05-13T20:40:00.000,Ryanair,02:25,148.81,148.81,False,False,0.0,ADT,-1
2023-03-16,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-13T13:35:00.000,2023-05-13T16:20:00.000,Ryanair,02:45,153.99,160.99,True,False,7.0,ADT,-1
2023-03-16,FR 7831,CRL,Brussels (Charleroi),PMI,Mallorca,2023-05-13T17:20:00.000,2023-05-13T19:30:00.000,Ryanair,02:10,55.87,58.99,True,False,3.12,ADT,-1
2023-03-16,FR 2923,BRU,Brussels,AGP,Malaga,2023-05-14T09:55:00.000,2023-05-14T12:50:00.000,Ryanair,02:55,140.83,140.83,False,False,0.0,ADT,2
2023-03-16,FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-05-14T17:00:00.000,2023-05-14T20:40:00.000,Ryanair,02:40,114.89,114.89,False,False,0.0,ADT,-1
2023-03-16,FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-05-14T17:30:00.000,2023-05-14T19:55:00.000,Ryanair,02:25,59.03,60.99,True,False,1.96,ADT,5
2023-03-16,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-05-14T09:45:00.000,2023-05-14T12:00:00.000,Malta Air,02:15,97.34,99.99,True,False,2.65,ADT,2
2023-03-16,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-05-14T16:45:00.000,2023-05-14T18:40:00.000,Ryanair,02:55,82.74,82.74,False,False,0.0,ADT,1
2023-03-16,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-14T09:55:00.000,2023-05-14T12:20:00.000,Ryanair,02:25,112.59,120.99,True,False,8.4,ADT,3
2023-03-16,FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-14T15:00:00.000,2023-05-14T17:25:00.000,Ryanair,02:25,115.74,120.99,True,False,5.25,ADT,-1
2023-03-16,FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-05-14T07:30:00.000,2023-05-14T09:55:00.000,Ryanair,02:25,89.92,89.92,False,False,0.0,ADT,1
2023-03-16,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-14T21:30:00.000,2023-05-15T00:15:00.000,Ryanair,02:45,87.99,87.99,False,False,0.0,ADT,-1
2023-03-16,FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-05-14T12:35:00.000,2023-05-14T16:10:00.000,Ryanair,04:35,156.72,162.99,True,False,6.27,ADT,4
2023-03-16,FR 2923,BRU,Brussels,AGP,Malaga,2023-05-15T17:40:00.000,2023-05-15T20:30:00.000,Ryanair,02:50,107.59,107.59,False,False,0.0,ADT,1
2023-03-16,FR 2915,BRU,Brussels,PMI,Mallorca,2023-05-15T20:25:00.000,2023-05-15T22:40:00.000,Ryanair,02:15,35.4,35.4,False,False,0.0,ADT,1
2023-03-16,FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-05-15T12:00:00.000,2023-05-15T16:35:00.000,Ryanair,03:35,151.29,154.99,True,False,3.7,ADT,-1
2023-03-16,FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-05-15T20:55:00.000,2023-05-15T23:20:00.000,Malta Air,02:25,34.54,38.99,True,False,4.45,ADT,-1
2023-03-16,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-05-15T06:30:00.000,2023-05-15T08:45:00.000,Ryanair,02:15,63.31,63.31,False,False,0.0,ADT,-1
2023-03-16,FR 1310,CRL,Brussels (Charleroi),NAP,Naples,2023-05-15T09:30:00.000,2023-05-15T11:45:00.000,Malta Air,02:15,82.85,85.99,True,False,3.14,ADT,-1
2023-03-16,FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-05-15T12:05:00.000,2023-05-15T14:35:00.000,Ryanair,02:30,92.99,206.99,True,False,114.0,ADT,-1
2023-03-16,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-05-15T18:00:00.000,2023-05-15T19:55:00.000,Ryanair,02:55,88.74,88.74,False,False,0.0,ADT,4
2023-03-16,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-15T16:55:00.000,2023-05-15T19:20:00.000,Ryanair,02:25,130.59,139.99,True,False,9.4,ADT,3
2023-03-16,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-15T19:20:00.000,2023-05-15T22:05:00.000,Ryanair,02:45,97.79,104.99,True,False,7.2,ADT,-1
2023-03-16,FR 7831,CRL,Brussels (Charleroi),PMI,Mallorca,2023-05-15T08:55:00.000,2023-05-15T11:05:00.000,Ryanair,02:10,94.99,94.99,False,False,0.0,ADT,-1
