scrapeDate,flightNumber,departureAirportCode,departureAirportName,arrivalAirportCode,arrivalAirportName,departureDate,arrivalDate,carrierName,duration_formatted,price,originalPrice,hasDiscount,hasPromoDiscount,discountAmount,fareType,availableSeats
2023-03-19,FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-04-01T08:10:00.000,2023-04-01T12:35:00.000,Ryanair,03:25,344.18,344.18,False,False,0.0,ADT,2
2023-03-19,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-01T07:45:00.000,2023-04-01T10:00:00.000,Ryanair,02:15,149.01,149.01,False,False,0.0,ADT,2
2023-03-19,FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-04-01T21:30:00.000,2023-04-01T23:59:00.000,Malta Air,02:29,141.29,154.99,True,False,13.7,ADT,4
2023-03-19,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-01T11:05:00.000,2023-04-01T13:00:00.000,Ryanair,02:55,214.99,214.99,False,False,0.0,ADT,1
2023-03-19,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-01T15:50:00.000,2023-04-01T18:15:00.000,Ryanair,02:25,155.27,155.27,False,False,0.0,ADT,1
2023-03-19,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-01T13:35:00.000,2023-04-01T16:20:00.000,Ryanair,02:45,238.39,238.39,False,False,0.0,ADT,5
2023-03-19,FR 7831,CRL,Brussels (Charleroi),PMI,Mallorca,2023-04-01T17:20:00.000,2023-04-01T19:30:00.000,Ryanair,02:10,148.81,148.81,False,False,0.0,ADT,4
2023-03-19,FR 2923,BRU,Brussels,AGP,Malaga,2023-04-02T09:55:00.000,2023-04-02T12:50:00.000,Ryanair,02:55,187.58,187.58,False,False,0.0,ADT,2
2023-03-19,FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-04-02T17:00:00.000,2023-04-02T20:40:00.000,Ryanair,02:40,114.89,114.89,False,False,0.0,ADT,-1
2023-03-19,FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-04-02T17:30:00.000,2023-04-02T19:55:00.000,Ryanair,02:25,104.4,104.4,False,False,0.0,ADT,-1
2023-03-19,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-02T09:45:00.000,2023-04-02T12:00:00.000,Malta Air,02:15,195.17,195.17,False,False,0.0,ADT,-1
2023-03-19,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-02T16:45:00.000,2023-04-02T18:40:00.000,Ryanair,02:55,155.27,155.27,False,False,0.0,ADT,-1
2023-03-19,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-02T09:55:00.000,2023-04-02T12:20:00.000,Ryanair,02:25,139.99,139.99,False,False,0.0,ADT,-1
2023-03-19,FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-04-02T07:30:00.000,2023-04-02T09:55:00.000,Ryanair,02:25,172.8,172.8,False,False,0.0,ADT,-1
2023-03-19,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-02T21:30:00.000,2023-04-03T00:15:00.000,Ryanair,02:45,154.09,154.09,False,False,0.0,ADT,-1
2023-03-19,FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-04-02T12:35:00.000,2023-04-02T16:10:00.000,Ryanair,04:35,147.93,162.99,True,False,15.06,ADT,2
2023-03-19,FR 2923,BRU,Brussels,AGP,Malaga,2023-04-03T17:40:00.000,2023-04-03T20:30:00.000,Ryanair,02:50,162.53,162.53,False,False,0.0,ADT,-1
2023-03-19,FR 2915,BRU,Brussels,PMI,Mallorca,2023-04-03T20:25:00.000,2023-04-03T22:40:00.000,Ryanair,02:15,111.74,111.74,False,False,0.0,ADT,1
2023-03-19,FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-04-03T12:00:00.000,2023-04-03T16:35:00.000,Ryanair,03:35,192.89,192.89,False,False,0.0,ADT,-1
2023-03-19,FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-04-03T20:55:00.000,2023-04-03T23:20:00.000,Malta Air,02:25,62.54,70.99,True,False,8.45,ADT,-1
2023-03-19,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-03T06:30:00.000,2023-04-03T08:45:00.000,Ryanair,02:15,126.29,126.29,False,False,0.0,ADT,-1
2023-03-19,FR 1310,CRL,Brussels (Charleroi),NAP,Naples,2023-04-03T09:30:00.000,2023-04-03T11:45:00.000,Malta Air,02:15,147.86,147.86,False,False,0.0,ADT,5
2023-03-19,FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-04-03T12:05:00.000,2023-04-03T14:35:00.000,Ryanair,02:30,195.17,195.17,False,False,0.0,ADT,-1
2023-03-19,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-03T18:00:00.000,2023-04-03T19:55:00.000,Ryanair,02:55,139.99,139.99,False,False,0.0,ADT,-1
2023-03-19,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-03T16:55:00.000,2023-04-03T19:20:00.000,Ryanair,02:25,120.99,120.99,False,False,0.0,ADT,3
2023-03-19,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-03T19:20:00.000,2023-04-03T22:05:00.000,Ryanair,02:45,154.09,154.09,False,False,0.0,ADT,5
2023-03-19,FR 7831,CRL,Brussels (Charleroi),PMI,Mallorca,2023-04-03T08:55:00.000,2023-04-03T11:05:00.000,Ryanair,02:10,120.99,120.99,False,False,0.0,ADT,4
2023-03-19,FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-04-04T07:20:00.000,2023-04-04T11:45:00.000,Ryanair,03:25,179.31,179.31,False,False,0.0,ADT,-1
2023-03-19,FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-04-04T17:20:00.000,2023-04-04T19:45:00.000,Ryanair,02:25,80.16,80.16,False,False,0.0,ADT,-1
2023-03-19,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-04T19:20:00.000,2023-04-04T21:35:00.000,Malta Air,02:15,110.61,110.61,False,False,0.0,ADT,5
2023-03-19,FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-04-04T15:35:00.000,2023-04-04T18:05:00.000,Ryanair,02:30,189.29,206.99,True,False,17.7,ADT,-1
2023-03-19,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-04T13:45:00.000,2023-04-04T15:40:00.000,Ryanair,02:55,133.59,133.59,False,False,0.0,ADT,1
2023-03-19,FR 6312,CRL,Brussels (Charleroi),FAO,Faro,2023-04-04T16:45:00.000,2023-04-04T18:40:00.000,Ryanair,02:55,101.39,101.39,False,False,0.0,ADT,3
2023-03-19,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-04T06:30:00.000,2023-04-04T08:55:00.000,Ryanair,02:25,101.39,101.39,False,False,0.0,ADT,1
2023-03-19,FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-04T12:15:00.000,2023-04-04T14:40:00.000,Ryanair,02:25,114.89,114.89,False,False,0.0,ADT,-1
2023-03-19,FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-04-04T09:25:00.000,2023-04-04T11:50:00.000,Ryanair,02:25,91.88,91.88,False,False,0.0,ADT,-1
2023-03-19,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-04T16:00:00.000,2023-04-04T18:45:00.000,Ryanair,02:45,152.92,152.92,False,False,0.0,ADT,-1
2023-03-19,FR 7831,CRL,Brussels (Charleroi),PMI,Mallorca,2023-04-04T06:35:00.000,2023-04-04T08:45:00.000,Ryanair,02:10,55.12,55.12,False,False,0.0,ADT,2
2023-03-19,FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-04-04T07:15:00.000,2023-04-04T10:50:00.000,Ryanair,04:35,162.99,162.99,False,False,0.0,ADT,-1
2023-03-19,FR 2923,BRU,Brussels,AGP,Malaga,2023-04-05T10:05:00.000,2023-04-05T13:00:00.000,Ryanair,02:55,179.69,194.99,True,False,15.3,ADT,4
2023-03-19,FR 2915,BRU,Brussels,PMI,Mallorca,2023-04-05T17:25:00.000,2023-04-05T19:40:00.000,Ryanair,02:15,98.99,98.99,False,False,0.0,ADT,-1
2023-03-19,FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-04-05T13:10:00.000,2023-04-05T17:45:00.000,Ryanair,03:35,108.55,117.99,True,False,9.44,ADT,1
2023-03-19,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-05T16:35:00.000,2023-04-05T18:50:00.000,Ryanair,02:15,106.63,106.63,False,False,0.0,ADT,3
2023-03-19,FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-04-05T09:25:00.000,2023-04-05T11:55:00.000,Malta Air,02:30,145.54,145.54,False,False,0.0,ADT,-1
