scrapeDate,flightKey,flightNumber,departureAirportCode,departureAirportName,arrivalAirportCode,arrivalAirportName,departureDate,departureTime,arrivalDate,arrivalTime,carrierCode,carrierName,duration_formatted,price,originalPrice,hasDiscount,hasPromoDiscount,discountAmount,fareType,availableSeats
2023-03-29,FR 6312_2023-04-28,FR 6312,CRL,Brussels (Charleroi),FAO,Faro,2023-04-28,17:30:00,2023-04-28,19:25:00,FR,Ryanair,02:55,134.64,134.64,False,False,0.0,ADT,2
2023-03-29,FR 3534_2023-04-28,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-28,09:45:00,2023-04-28,12:10:00,FR,Ryanair,02:25,225.99,246.99,True,False,21.0,ADT,1
2023-03-29,FR 9053_2023-04-28,FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-28,17:20:00,2023-04-28,19:45:00,FR,Ryanair,02:25,314.22,338.22,True,False,24.0,ADT,3
2023-03-29,FR 6456_2023-04-28,FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-04-28,16:15:00,2023-04-28,18:40:00,FR,Ryanair,02:25,128.36,128.36,False,False,0.0,ADT,-1
2023-03-29,FR 1928_2023-04-28,FR 1928,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-28,10:00:00,2023-04-28,12:45:00,FR,Ryanair,02:45,170.99,185.99,True,False,15.0,ADT,4
2023-03-29,FR 1916_2023-04-28,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-28,20:55:00,2023-04-28,23:40:00,FR,Ryanair,02:45,196.99,214.99,True,False,18.0,ADT,-1
2023-03-29,FR 563_2023-04-28,FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-04-28,06:30:00,2023-04-28,10:05:00,FR,Ryanair,04:35,120.19,124.99,True,False,4.8,ADT,1
2023-03-29,FR 7986_2023-04-29,FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-04-29,08:10:00,2023-04-29,12:35:00,FR,Ryanair,03:25,311.92,324.22,True,False,12.3,ADT,1
2023-03-29,FR 1302_2023-04-29,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-29,07:45:00,2023-04-29,10:00:00,FR,Ryanair,02:15,142.29,154.99,True,False,12.7,ADT,2
2023-03-29,FR 6269_2023-04-29,FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-04-29,21:30:00,2023-04-29,23:59:00,FR,Malta Air,02:29,149.14,154.99,True,False,5.85,ADT,-1
2023-03-29,FR 2941_2023-04-29,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-29,11:05:00,2023-04-29,13:00:00,FR,Ryanair,02:55,111.49,120.99,True,False,9.5,ADT,-1
2023-03-29,FR 3534_2023-04-29,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-29,15:50:00,2023-04-29,18:15:00,FR,Ryanair,02:25,239.39,239.39,False,False,0.0,ADT,4
2023-03-29,FR 1916_2023-04-29,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-29,13:35:00,2023-04-29,16:20:00,FR,Ryanair,02:45,235.79,235.79,False,False,0.0,ADT,-1
2023-03-29,FR 7831_2023-04-29,FR 7831,CRL,Brussels (Charleroi),PMI,Mallorca,2023-04-29,17:20:00,2023-04-29,19:30:00,FR,Ryanair,02:10,111.49,120.99,True,False,9.5,ADT,-1
2023-03-29,FR 2923_2023-04-30,FR 2923,BRU,Brussels,AGP,Malaga,2023-04-30,09:55:00,2023-04-30,12:50:00,FR,Ryanair,02:55,209.35,223.99,True,False,14.64,ADT,-1
2023-03-29,FR 6251_2023-04-30,FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-04-30,17:00:00,2023-04-30,20:40:00,FR,Ryanair,02:40,148.81,148.81,False,False,0.0,ADT,-1
2023-03-29,FR 7737_2023-04-30,FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-04-30,17:30:00,2023-04-30,19:55:00,FR,Ryanair,02:25,114.94,114.94,False,False,0.0,ADT,-1
2023-03-29,FR 1302_2023-04-30,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-30,09:45:00,2023-04-30,12:00:00,FR,Malta Air,02:15,167.23,178.99,True,False,11.76,ADT,-1
2023-03-29,FR 2941_2023-04-30,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-30,16:45:00,2023-04-30,18:40:00,FR,Ryanair,02:55,152.92,152.92,False,False,0.0,ADT,3
2023-03-29,FR 3534_2023-04-30,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-30,09:55:00,2023-04-30,12:20:00,FR,Ryanair,02:25,262.74,262.74,False,False,0.0,ADT,4
2023-03-29,FR 6456_2023-04-30,FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-04-30,07:30:00,2023-04-30,09:55:00,FR,Ryanair,02:25,139.77,139.77,False,False,0.0,ADT,1
2023-03-29,FR 1916_2023-04-30,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-30,21:30:00,2023-05-01,00:15:00,FR,Ryanair,02:45,179.19,179.19,False,False,0.0,ADT,-1
2023-03-29,FR 563_2023-04-30,FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-04-30,12:35:00,2023-04-30,16:10:00,FR,Ryanair,04:35,203.89,211.99,True,False,8.1,ADT,4
2023-03-29,FR 2923_2023-05-01,FR 2923,BRU,Brussels,AGP,Malaga,2023-05-01,17:40:00,2023-05-01,20:30:00,FR,Ryanair,02:50,121.58,127.99,True,False,6.41,ADT,1
2023-03-29,FR 2915_2023-05-01,FR 2915,BRU,Brussels,PMI,Mallorca,2023-05-01,20:25:00,2023-05-01,22:40:00,FR,Ryanair,02:15,73.37,78.99,True,False,5.62,ADT,1
2023-03-29,FR 8577_2023-05-01,FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-05-01,12:00:00,2023-05-01,16:35:00,FR,Ryanair,03:35,169.05,177.99,True,False,8.94,ADT,5
2023-03-29,FR 7737_2023-05-01,FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-05-01,20:55:00,2023-05-01,23:20:00,FR,Malta Air,02:25,85.77,85.77,False,False,0.0,ADT,1
2023-03-29,FR 1302_2023-05-01,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-05-01,06:30:00,2023-05-01,08:45:00,FR,Ryanair,02:15,137.46,137.46,False,False,0.0,ADT,-1
2023-03-29,FR 1310_2023-05-01,FR 1310,CRL,Brussels (Charleroi),NAP,Naples,2023-05-01,09:30:00,2023-05-01,11:45:00,FR,Malta Air,02:15,123.6,133.99,True,False,10.39,ADT,-1
2023-03-29,FR 6269_2023-05-01,FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-05-01,12:05:00,2023-05-01,14:35:00,FR,Ryanair,02:30,500.22,500.22,False,False,0.0,ADT,-1
2023-03-29,FR 2941_2023-05-01,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-05-01,18:00:00,2023-05-01,19:55:00,FR,Ryanair,02:55,128.24,139.99,True,False,11.75,ADT,4
2023-03-29,FR 3534_2023-05-01,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-01,16:55:00,2023-05-01,19:20:00,FR,Ryanair,02:25,204.19,214.99,True,False,10.8,ADT,2
2023-03-29,FR 1916_2023-05-01,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-01,19:20:00,2023-05-01,22:05:00,FR,Ryanair,02:45,154.09,154.09,False,False,0.0,ADT,-1
2023-03-29,FR 7831_2023-05-01,FR 7831,CRL,Brussels (Charleroi),PMI,Mallorca,2023-05-01,08:55:00,2023-05-01,11:05:00,FR,Ryanair,02:10,95.99,104.99,True,False,9.0,ADT,-1
2023-03-29,FR 7986_2023-05-02,FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-05-02,07:20:00,2023-05-02,11:45:00,FR,Ryanair,03:25,259.35,275.99,True,False,16.64,ADT,4
2023-03-29,FR 7737_2023-05-02,FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-05-02,17:20:00,2023-05-02,19:45:00,FR,Ryanair,02:25,87.3,94.99,True,False,7.69,ADT,-1
2023-03-29,FR 1302_2023-05-02,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-05-02,19:20:00,2023-05-02,21:35:00,FR,Malta Air,02:15,94.68,99.99,True,False,5.31,ADT,3
2023-03-29,FR 6269_2023-05-02,FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-05-02,15:35:00,2023-05-02,18:05:00,FR,Ryanair,02:30,410.22,410.22,False,False,0.0,ADT,-1
2023-03-29,FR 2941_2023-05-02,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-05-02,13:45:00,2023-05-02,15:40:00,FR,Ryanair,02:55,115.79,115.79,False,False,0.0,ADT,-1
2023-03-29,FR 6312_2023-05-02,FR 6312,CRL,Brussels (Charleroi),FAO,Faro,2023-05-02,16:45:00,2023-05-02,18:40:00,FR,Ryanair,02:55,73.37,78.99,True,False,5.62,ADT,-1
2023-03-29,FR 3534_2023-05-02,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-02,06:30:00,2023-05-02,08:55:00,FR,Ryanair,02:25,149.39,149.39,False,False,0.0,ADT,3
2023-03-29,FR 9053_2023-05-02,FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-05-02,12:15:00,2023-05-02,14:40:00,FR,Ryanair,02:25,176.99,185.99,True,False,9.0,ADT,-1
2023-03-29,FR 6456_2023-05-02,FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-05-02,09:25:00,2023-05-02,11:50:00,FR,Ryanair,02:25,104.42,104.42,False,False,0.0,ADT,2
2023-03-29,FR 1916_2023-05-02,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-05-02,16:00:00,2023-05-02,18:45:00,FR,Ryanair,02:45,148.39,160.99,True,False,12.6,ADT,1
2023-03-29,FR 7831_2023-05-02,FR 7831,CRL,Brussels (Charleroi),PMI,Mallorca,2023-05-02,06:35:00,2023-05-02,08:45:00,FR,Ryanair,02:10,97.39,97.39,False,False,0.0,ADT,4
2023-03-29,FR 563_2023-05-02,FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-05-02,07:15:00,2023-05-02,10:50:00,FR,Ryanair,04:35,247.75,247.75,False,False,0.0,ADT,2
2023-03-29,FR 2923_2023-05-03,FR 2923,BRU,Brussels,AGP,Malaga,2023-05-03,10:05:00,2023-05-03,13:00:00,FR,Ryanair,02:55,140.83,140.83,False,False,0.0,ADT,3
