scrapeDate,flightKey,flightNumber,departureAirportCode,departureAirportName,arrivalAirportCode,arrivalAirportName,departureDate,departureTime,arrivalDate,arrivalTime,carrierCode,carrierName,duration_formatted,price,originalPrice,hasDiscount,hasPromoDiscount,discountAmount,fareType,availableSeats
2023-03-29,FR 1916_2023-04-03,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-03,19:20:00,2023-04-03,22:05:00,FR,Ryanair,02:45,237.59,237.59,False,False,0.0,ADT,5
2023-03-29,FR 7831_2023-04-03,FR 7831,CRL,Brussels (Charleroi),PMI,Mallorca,2023-04-03,08:55:00,2023-04-03,11:05:00,FR,Ryanair,02:10,180.19,180.19,False,False,0.0,ADT,4
2023-03-29,FR 7986_2023-04-04,FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-04-04,07:20:00,2023-04-04,11:45:00,FR,Ryanair,03:25,101.39,108.99,True,False,7.6,ADT,2
2023-03-29,FR 7737_2023-04-04,FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-04-04,17:20:00,2023-04-04,19:45:00,FR,Ryanair,02:25,86.77,86.77,False,False,0.0,ADT,4
2023-03-29,FR 1302_2023-04-04,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-04,19:20:00,2023-04-04,21:35:00,FR,Malta Air,02:15,62.57,64.99,True,False,2.42,ADT,3
2023-03-29,FR 6269_2023-04-04,FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-04-04,15:35:00,2023-04-04,18:05:00,FR,Ryanair,02:30,83.07,85.99,True,False,2.92,ADT,3
2023-03-29,FR 2941_2023-04-04,FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-04-04,13:45:00,2023-04-04,15:40:00,FR,Ryanair,02:55,133.54,133.54,False,False,0.0,ADT,5
2023-03-29,FR 6312_2023-04-04,FR 6312,CRL,Brussels (Charleroi),FAO,Faro,2023-04-04,16:45:00,2023-04-04,18:40:00,FR,Ryanair,02:55,135.12,139.99,True,False,4.87,ADT,2
2023-03-29,FR 3534_2023-04-04,FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-04,06:30:00,2023-04-04,08:55:00,FR,Ryanair,02:25,134.59,134.59,False,False,0.0,ADT,-1
2023-03-29,FR 9053_2023-04-04,FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-04-04,12:15:00,2023-04-04,14:40:00,FR,Ryanair,02:25,177.4,177.4,False,False,0.0,ADT,4
2023-03-29,FR 6456_2023-04-04,FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-04-04,09:25:00,2023-04-04,11:50:00,FR,Ryanair,02:25,173.8,173.8,False,False,0.0,ADT,3
2023-03-29,FR 1916_2023-04-04,FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-04-04,16:00:00,2023-04-04,18:45:00,FR,Ryanair,02:45,224.99,224.99,False,False,0.0,ADT,1
2023-03-29,FR 7831_2023-04-04,FR 7831,CRL,Brussels (Charleroi),PMI,Mallorca,2023-04-04,06:35:00,2023-04-04,08:45:00,FR,Ryanair,02:10,101.49,104.99,True,False,3.5,ADT,3
2023-03-29,FR 2923_2023-04-05,FR 2923,BRU,Brussels,AGP,Malaga,2023-04-05,10:05:00,2023-04-05,13:00:00,FR,Ryanair,02:55,162.84,168.99,True,False,6.15,ADT,2
2023-03-29,FR 2915_2023-04-05,FR 2915,BRU,Brussels,PMI,Mallorca,2023-04-05,17:25:00,2023-04-05,19:40:00,FR,Ryanair,02:15,180.19,180.19,False,False,0.0,ADT,3
2023-03-29,FR 8577_2023-04-05,FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-04-05,13:10:00,2023-04-05,17:45:00,FR,Ryanair,03:35,150.42,150.42,False,False,0.0,ADT,3
2023-03-29,FR 1302_2023-04-05,FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-04-05,16:35:00,2023-04-05,18:50:00,FR,Ryanair,02:15,62.57,64.99,True,False,2.42,ADT,3
2023-03-29,FR 6269_2023-04-05,FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-04-05,09:25:00,2023-04-05,11:55:00,FR,Malta Air,02:30,95.63,95.63,False,False,0.0,ADT,1
